"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","original_df"
"Food products","$620518.64^{***}$","$239096.57^{***}$","$-35514.19^{}$","$-176568.05^{}$","$470752.89^{***}$","$131703.77^{***}$","$-171123.52^{}$","$-126965.21^{}$","$242858.83^{***}$","$-93449.38^{}$","df.3"
"2","-754.11","-587772.3","-934037.43","-1116139.07","-832645.82","-1123677.75","-1347770.19","-1336024.54","-1051195.5","-1406670.31","df.3"
"3","-618.58","-587496.58","-933621.5","-1115582.95","-831949.49","-1122841.22","-1346793.47","-1334907.62","-1049938.39","-1405273","df.3"
"Fabricated metal products","$30651.08^{}$","$-542.1^{}$","$10300.62^{***}$","$14498.37^{***}$","$1104132.78^{***}$","$-40717.13^{}$","$-12566.3^{}$","$207508.92^{***}$","$23275.08^{***}$","$342035.9^{***}$","df.3"
"5","557.39","-27805.72","-61265.95","-88214.4","-85491.98","-116809.16","-91638.75","-103340.47","-79047.98","-84248.55","df.3"
"6","656.46","-27604.17","-60961.92","-87807.89","-84982.98","-116197.67","-90924.78","-102524.02","-78129.05","-83227.13","df.3"
"Textiles","$41179.68^{}$","$-125724.58^{}$","$37584.56^{***}$","$708612.1^{***}$","$-17491.88^{}$","$-26026.3^{}$","$50234.06^{***}$","$-3558.98^{}$","$4903.33^{***}$","$5778.65^{***}$","df.3"
"8","220.22","-131087.4","-108624.54","-98895.61","-114305.8","-122087.01","-95180.89","-148534.11","-137293.55","-144088.64","df.3"
"9","315.29","-130893.99","-108332.79","-98505.51","-113817.36","-121500.23","-94495.77","-147750.64","-136411.74","-143108.49","df.3"
