"nom.size","an","N","T","omega"
0.036,0.1,100,2,-6.94186975640912
0.038,0.15,100,2,-6.94186975640912
0.024,0.2,100,2,-6.94186975640912
0.05,0.25,100,2,-6.94186975640912
0.02,0.3,100,2,-6.94186975640912
0.03,0.4,100,2,-6.94186975640912
0.07,0.1,100,2,-16.4041134371499
0.078,0.15,100,2,-16.4041134371499
0.052,0.2,100,2,-16.4041134371499
0.058,0.25,100,2,-16.4041134371499
0.042,0.3,100,2,-16.4041134371499
0.046,0.4,100,2,-16.4041134371499
0.044,0.1,100,2,-9.18861071469195
0.048,0.15,100,2,-9.18861071469195
0.036,0.2,100,2,-9.18861071469195
0.04,0.25,100,2,-9.18861071469195
0.028,0.3,100,2,-9.18861071469195
0.038,0.4,100,2,-9.18861071469195
0.056,0.1,100,2,-24.278730239666
0.058,0.15,100,2,-24.278730239666
0.056,0.2,100,2,-24.278730239666
0.054,0.25,100,2,-24.278730239666
0.042,0.3,100,2,-24.278730239666
0.042,0.4,100,2,-24.278730239666
0.06,0.1,100,2,-11.2805142730592
0.054,0.15,100,2,-11.2805142730592
0.058,0.2,100,2,-11.2805142730592
0.04,0.25,100,2,-11.2805142730592
0.03,0.3,100,2,-11.2805142730592
0.038,0.4,100,2,-11.2805142730592
0.052,0.1,100,2,-28.7084095168412
0.058,0.15,100,2,-28.7084095168412
0.062,0.2,100,2,-28.7084095168412
0.046,0.25,100,2,-28.7084095168412
0.056,0.3,100,2,-28.7084095168412
0.044,0.4,100,2,-28.7084095168412
0.05,0.1,100,2,-10.3490211422161
0.066,0.15,100,2,-10.3490211422161
0.028,0.2,100,2,-10.3490211422161
0.03,0.25,100,2,-10.3490211422161
0.05,0.3,100,2,-10.3490211422161
0.03,0.4,100,2,-10.3490211422161
0.05,0.1,100,2,-21.3957262756737
0.076,0.15,100,2,-21.3957262756737
0.07,0.2,100,2,-21.3957262756737
0.052,0.25,100,2,-21.3957262756737
0.05,0.3,100,2,-21.3957262756737
0.036,0.4,100,2,-21.3957262756737
0.024,0.1,100,2,-8.41195498376446
0.036,0.15,100,2,-8.41195498376446
0.012,0.2,100,2,-8.41195498376446
0.028,0.25,100,2,-8.41195498376446
0.012,0.3,100,2,-8.41195498376446
0.022,0.4,100,2,-8.41195498376446
