"nom.size","an","N","T","omega"
0.07,0.1,100,2,-14.6555816884396
0.048,0.15,100,2,-14.6555816884396
0.06,0.2,100,2,-14.6555816884396
0.052,0.25,100,2,-14.6555816884396
0.034,0.3,100,2,-14.6555816884396
0.036,0.4,100,2,-14.6555816884396
0.032,0.1,100,2,-9.94291114351723
0.036,0.15,100,2,-9.94291114351723
0.014,0.2,100,2,-9.94291114351723
0.016,0.25,100,2,-9.94291114351723
0.03,0.3,100,2,-9.94291114351723
0.028,0.4,100,2,-9.94291114351723
0.078,0.1,100,2,-16.6094460976952
0.062,0.15,100,2,-16.6094460976952
0.068,0.2,100,2,-16.6094460976952
0.062,0.25,100,2,-16.6094460976952
0.034,0.3,100,2,-16.6094460976952
0.044,0.4,100,2,-16.6094460976952
0.042,0.1,100,10,-6.94186975640912
0.03,0.15,100,10,-6.94186975640912
0.038,0.2,100,10,-6.94186975640912
0.05,0.25,100,10,-6.94186975640912
0.048,0.3,100,10,-6.94186975640912
0.046,0.4,100,10,-6.94186975640912
0.044,0.1,100,10,-16.4041134371499
0.05,0.15,100,10,-16.4041134371499
0.03,0.2,100,10,-16.4041134371499
0.038,0.25,100,10,-16.4041134371499
0.022,0.3,100,10,-16.4041134371499
0.05,0.4,100,10,-16.4041134371499
0.028,0.1,100,10,-9.18861071469195
0.046,0.15,100,10,-9.18861071469195
0.046,0.2,100,10,-9.18861071469195
0.038,0.25,100,10,-9.18861071469195
0.032,0.3,100,10,-9.18861071469195
0.048,0.4,100,10,-9.18861071469195
0.04,0.1,100,10,-24.278730239666
0.038,0.15,100,10,-24.278730239666
0.038,0.2,100,10,-24.278730239666
0.044,0.25,100,10,-24.278730239666
0.064,0.3,100,10,-24.278730239666
0.034,0.4,100,10,-24.278730239666
0.046,0.1,100,10,-11.2805142730592
0.038,0.15,100,10,-11.2805142730592
0.04,0.2,100,10,-11.2805142730592
0.036,0.25,100,10,-11.2805142730592
0.036,0.3,100,10,-11.2805142730592
0.04,0.4,100,10,-11.2805142730592
0.034,0.1,100,10,-28.7084095168412
0.046,0.15,100,10,-28.7084095168412
0.058,0.2,100,10,-28.7084095168412
0.054,0.25,100,10,-28.7084095168412
0.05,0.3,100,10,-28.7084095168412
0.032,0.4,100,10,-28.7084095168412
0.04,0.1,100,10,-10.3490211422161
0.044,0.15,100,10,-10.3490211422161
0.026,0.2,100,10,-10.3490211422161
0.042,0.25,100,10,-10.3490211422161
0.04,0.3,100,10,-10.3490211422161
0.034,0.4,100,10,-10.3490211422161
0.026,0.1,100,10,-21.3957262756737
0.034,0.15,100,10,-21.3957262756737
0.044,0.2,100,10,-21.3957262756737
0.036,0.25,100,10,-21.3957262756737
0.036,0.3,100,10,-21.3957262756737
0.07,0.4,100,10,-21.3957262756737
0.04,0.1,100,10,-8.41195498376446
0.05,0.15,100,10,-8.41195498376446
0.038,0.2,100,10,-8.41195498376446
0.048,0.25,100,10,-8.41195498376446
0.022,0.3,100,10,-8.41195498376446
0.022,0.4,100,10,-8.41195498376446
0.034,0.1,100,10,-14.6555816884396
0.048,0.15,100,10,-14.6555816884396
0.048,0.2,100,10,-14.6555816884396
0.038,0.25,100,10,-14.6555816884396
0.034,0.3,100,10,-14.6555816884396
0.04,0.4,100,10,-14.6555816884396
0.038,0.1,100,10,-9.94291114351723
0.04,0.15,100,10,-9.94291114351723
0.052,0.2,100,10,-9.94291114351723
0.046,0.25,100,10,-9.94291114351723
0.026,0.3,100,10,-9.94291114351723
0.036,0.4,100,10,-9.94291114351723
0.04,0.1,100,10,-16.6094460976952
0.042,0.15,100,10,-16.6094460976952
0.044,0.2,100,10,-16.6094460976952
0.036,0.25,100,10,-16.6094460976952
0.054,0.3,100,10,-16.6094460976952
0.042,0.4,100,10,-16.6094460976952
0.046,0.1,500,2,-6.94186975640912
0.038,0.15,500,2,-6.94186975640912
0.044,0.2,500,2,-6.94186975640912
0.028,0.25,500,2,-6.94186975640912
0.036,0.3,500,2,-6.94186975640912
0.02,0.4,500,2,-6.94186975640912
0.054,0.1,500,2,-16.4041134371499
0.056,0.15,500,2,-16.4041134371499
0.044,0.2,500,2,-16.4041134371499
0.056,0.25,500,2,-16.4041134371499
0.062,0.3,500,2,-16.4041134371499
0.048,0.4,500,2,-16.4041134371499
0.062,0.1,500,2,-9.18861071469195
0.05,0.15,500,2,-9.18861071469195
0.038,0.2,500,2,-9.18861071469195
0.03,0.25,500,2,-9.18861071469195
0.038,0.3,500,2,-9.18861071469195
0.03,0.4,500,2,-9.18861071469195
0.064,0.1,500,2,-24.278730239666
0.044,0.15,500,2,-24.278730239666
0.044,0.2,500,2,-24.278730239666
0.036,0.25,500,2,-24.278730239666
0.056,0.3,500,2,-24.278730239666
0.048,0.4,500,2,-24.278730239666
0.062,0.1,500,2,-11.2805142730592
0.04,0.15,500,2,-11.2805142730592
0.046,0.2,500,2,-11.2805142730592
0.032,0.25,500,2,-11.2805142730592
0.05,0.3,500,2,-11.2805142730592
0.046,0.4,500,2,-11.2805142730592
0.044,0.1,500,2,-28.7084095168412
0.04,0.15,500,2,-28.7084095168412
0.042,0.2,500,2,-28.7084095168412
0.056,0.25,500,2,-28.7084095168412
0.036,0.3,500,2,-28.7084095168412
0.062,0.4,500,2,-28.7084095168412
0.056,0.1,500,2,-10.3490211422161
0.048,0.15,500,2,-10.3490211422161
0.028,0.2,500,2,-10.3490211422161
0.04,0.25,500,2,-10.3490211422161
0.046,0.3,500,2,-10.3490211422161
0.03,0.4,500,2,-10.3490211422161
0.052,0.1,500,2,-21.3957262756737
0.03,0.15,500,2,-21.3957262756737
0.044,0.2,500,2,-21.3957262756737
0.032,0.25,500,2,-21.3957262756737
0.034,0.3,500,2,-21.3957262756737
0.026,0.4,500,2,-21.3957262756737
0.038,0.1,500,2,-8.41195498376446
0.018,0.15,500,2,-8.41195498376446
0.038,0.2,500,2,-8.41195498376446
0.024,0.25,500,2,-8.41195498376446
0.03,0.3,500,2,-8.41195498376446
0.034,0.4,500,2,-8.41195498376446
0.052,0.1,500,2,-14.6555816884396
0.048,0.15,500,2,-14.6555816884396
0.042,0.2,500,2,-14.6555816884396
0.046,0.25,500,2,-14.6555816884396
0.046,0.3,500,2,-14.6555816884396
0.048,0.4,500,2,-14.6555816884396
0.042,0.1,500,2,-9.94291114351723
0.044,0.15,500,2,-9.94291114351723
0.032,0.2,500,2,-9.94291114351723
0.026,0.25,500,2,-9.94291114351723
0.032,0.3,500,2,-9.94291114351723
0.04,0.4,500,2,-9.94291114351723
0.062,0.1,500,2,-16.6094460976952
0.028,0.15,500,2,-16.6094460976952
0.056,0.2,500,2,-16.6094460976952
0.038,0.25,500,2,-16.6094460976952
0.064,0.3,500,2,-16.6094460976952
0.034,0.4,500,2,-16.6094460976952
0.048,0.1,500,10,-6.94186975640912
0.044,0.15,500,10,-6.94186975640912
0.046,0.2,500,10,-6.94186975640912
0.028,0.25,500,10,-6.94186975640912
0.022,0.3,500,10,-6.94186975640912
0.03,0.4,500,10,-6.94186975640912
0.048,0.1,500,10,-16.4041134371499
0.032,0.15,500,10,-16.4041134371499
0.042,0.2,500,10,-16.4041134371499
0.026,0.25,500,10,-16.4041134371499
0.036,0.3,500,10,-16.4041134371499
0.032,0.4,500,10,-16.4041134371499
0.046,0.1,500,10,-9.18861071469195
0.034,0.15,500,10,-9.18861071469195
0.038,0.2,500,10,-9.18861071469195
0.03,0.25,500,10,-9.18861071469195
0.038,0.3,500,10,-9.18861071469195
0.042,0.4,500,10,-9.18861071469195
0.04,0.1,500,10,-24.278730239666
0.04,0.15,500,10,-24.278730239666
0.048,0.2,500,10,-24.278730239666
0.024,0.25,500,10,-24.278730239666
0.032,0.3,500,10,-24.278730239666
0.016,0.4,500,10,-24.278730239666
0.028,0.1,500,10,-11.2805142730592
0.04,0.15,500,10,-11.2805142730592
0.042,0.2,500,10,-11.2805142730592
0.036,0.25,500,10,-11.2805142730592
0.042,0.3,500,10,-11.2805142730592
0.026,0.4,500,10,-11.2805142730592
0.038,0.1,500,10,-28.7084095168412
0.042,0.15,500,10,-28.7084095168412
0.048,0.2,500,10,-28.7084095168412
0.032,0.25,500,10,-28.7084095168412
0.028,0.3,500,10,-28.7084095168412
0.036,0.4,500,10,-28.7084095168412
0.044,0.1,500,10,-10.3490211422161
0.038,0.15,500,10,-10.3490211422161
0.026,0.2,500,10,-10.3490211422161
0.028,0.25,500,10,-10.3490211422161
0.038,0.3,500,10,-10.3490211422161
0.026,0.4,500,10,-10.3490211422161
0.032,0.1,500,10,-21.3957262756737
0.034,0.15,500,10,-21.3957262756737
0.03,0.2,500,10,-21.3957262756737
0.038,0.25,500,10,-21.3957262756737
0.02,0.3,500,10,-21.3957262756737
0.04,0.4,500,10,-21.3957262756737
0.036,0.1,500,10,-8.41195498376446
0.04,0.15,500,10,-8.41195498376446
0.032,0.2,500,10,-8.41195498376446
0.034,0.25,500,10,-8.41195498376446
0.036,0.3,500,10,-8.41195498376446
0.036,0.4,500,10,-8.41195498376446
0.038,0.1,500,10,-14.6555816884396
0.032,0.15,500,10,-14.6555816884396
0.038,0.2,500,10,-14.6555816884396
0.046,0.25,500,10,-14.6555816884396
0.036,0.3,500,10,-14.6555816884396
0.04,0.4,500,10,-14.6555816884396
0.03,0.1,500,10,-9.94291114351723
0.05,0.15,500,10,-9.94291114351723
0.026,0.2,500,10,-9.94291114351723
0.036,0.25,500,10,-9.94291114351723
0.056,0.3,500,10,-9.94291114351723
0.048,0.4,500,10,-9.94291114351723
0.038,0.1,500,10,-16.6094460976952
0.036,0.15,500,10,-16.6094460976952
0.04,0.2,500,10,-16.6094460976952
0.028,0.25,500,10,-16.6094460976952
0.024,0.3,500,10,-16.6094460976952
0.04,0.4,500,10,-16.6094460976952
