"nom.size","an","N","T","omega"
0.096,0.05,100,2,-0.766159318147192
0.114,0.1,100,2,-0.766159318147192
0.094,0.15,100,2,-0.766159318147192
0.076,0.2,100,2,-0.766159318147192
0.07,0.3,100,2,-0.766159318147192
0.064,0.4,100,2,-0.766159318147192
0.14,0.05,100,2,-0.651426596680754
0.116,0.1,100,2,-0.651426596680754
0.102,0.15,100,2,-0.651426596680754
0.092,0.2,100,2,-0.651426596680754
0.082,0.3,100,2,-0.651426596680754
0.072,0.4,100,2,-0.651426596680754
0.128,0.05,100,2,-0.303543686628153
0.102,0.1,100,2,-0.303543686628153
0.094,0.15,100,2,-0.303543686628153
0.082,0.2,100,2,-0.303543686628153
0.068,0.3,100,2,-0.303543686628153
0.06,0.4,100,2,-0.303543686628153
0.12,0.05,100,2,-0.404451010977764
0.096,0.1,100,2,-0.404451010977764
0.08,0.15,100,2,-0.404451010977764
0.076,0.2,100,2,-0.404451010977764
0.07,0.3,100,2,-0.404451010977764
0.064,0.4,100,2,-0.404451010977764
0.108,0.05,100,2,0.47715175266195
0.092,0.1,100,2,0.47715175266195
0.076,0.15,100,2,0.47715175266195
0.068,0.2,100,2,0.47715175266195
0.054,0.3,100,2,0.47715175266195
0.048,0.4,100,2,0.47715175266195
0.112,0.05,100,2,0.254410038098349
0.086,0.1,100,2,0.254410038098349
0.074,0.15,100,2,0.254410038098349
0.062,0.2,100,2,0.254410038098349
0.052,0.3,100,2,0.254410038098349
0.048,0.4,100,2,0.254410038098349
0.1,0.05,100,2,1.67241986935199
0.074,0.1,100,2,1.67241986935199
0.06,0.15,100,2,1.67241986935199
0.052,0.2,100,2,1.67241986935199
0.046,0.3,100,2,1.67241986935199
0.044,0.4,100,2,1.67241986935199
0.1,0.05,100,2,0.614299239825076
0.08,0.1,100,2,0.614299239825076
0.066,0.15,100,2,0.614299239825076
0.06,0.2,100,2,0.614299239825076
0.052,0.3,100,2,0.614299239825076
0.044,0.4,100,2,0.614299239825076
0.124,0.05,100,5,-0.766159318147192
0.122,0.1,100,5,-0.766159318147192
0.116,0.15,100,5,-0.766159318147192
0.114,0.2,100,5,-0.766159318147192
0.108,0.3,100,5,-0.766159318147192
0.102,0.4,100,5,-0.766159318147192
0.096,0.05,100,5,-0.651426596680754
0.092,0.1,100,5,-0.651426596680754
0.092,0.15,100,5,-0.651426596680754
0.092,0.2,100,5,-0.651426596680754
0.084,0.3,100,5,-0.651426596680754
0.08,0.4,100,5,-0.651426596680754
0.124,0.05,100,5,-0.303543686628153
0.116,0.1,100,5,-0.303543686628153
0.11,0.15,100,5,-0.303543686628153
0.106,0.2,100,5,-0.303543686628153
0.102,0.3,100,5,-0.303543686628153
0.092,0.4,100,5,-0.303543686628153
0.1,0.05,100,5,-0.404451010977764
0.09,0.1,100,5,-0.404451010977764
0.082,0.15,100,5,-0.404451010977764
0.082,0.2,100,5,-0.404451010977764
0.076,0.3,100,5,-0.404451010977764
0.066,0.4,100,5,-0.404451010977764
0.076,0.05,100,5,0.47715175266195
0.064,0.1,100,5,0.47715175266195
0.058,0.15,100,5,0.47715175266195
0.058,0.2,100,5,0.47715175266195
0.05,0.3,100,5,0.47715175266195
0.048,0.4,100,5,0.47715175266195
0.084,0.05,100,5,0.254410038098349
0.082,0.1,100,5,0.254410038098349
0.076,0.15,100,5,0.254410038098349
0.076,0.2,100,5,0.254410038098349
0.07,0.3,100,5,0.254410038098349
0.064,0.4,100,5,0.254410038098349
0.076,0.05,100,5,1.67241986935199
0.068,0.1,100,5,1.67241986935199
0.058,0.15,100,5,1.67241986935199
0.058,0.2,100,5,1.67241986935199
0.054,0.3,100,5,1.67241986935199
0.05,0.4,100,5,1.67241986935199
0.1,0.05,100,5,0.614299239825076
0.096,0.1,100,5,0.614299239825076
0.09,0.15,100,5,0.614299239825076
0.088,0.2,100,5,0.614299239825076
0.082,0.3,100,5,0.614299239825076
0.08,0.4,100,5,0.614299239825076
0.076,0.05,100,10,-0.766159318147192
0.076,0.1,100,10,-0.766159318147192
0.076,0.15,100,10,-0.766159318147192
0.074,0.2,100,10,-0.766159318147192
0.074,0.3,100,10,-0.766159318147192
0.074,0.4,100,10,-0.766159318147192
0.07,0.05,100,10,-0.651426596680754
0.07,0.1,100,10,-0.651426596680754
0.068,0.15,100,10,-0.651426596680754
0.068,0.2,100,10,-0.651426596680754
0.068,0.3,100,10,-0.651426596680754
0.068,0.4,100,10,-0.651426596680754
0.108,0.05,100,10,-0.303543686628153
0.108,0.1,100,10,-0.303543686628153
0.106,0.15,100,10,-0.303543686628153
0.102,0.2,100,10,-0.303543686628153
0.098,0.3,100,10,-0.303543686628153
0.094,0.4,100,10,-0.303543686628153
0.104,0.05,100,10,-0.404451010977764
0.104,0.1,100,10,-0.404451010977764
0.104,0.15,100,10,-0.404451010977764
0.1,0.2,100,10,-0.404451010977764
0.096,0.3,100,10,-0.404451010977764
0.092,0.4,100,10,-0.404451010977764
0.048,0.05,100,10,0.47715175266195
0.048,0.1,100,10,0.47715175266195
0.048,0.15,100,10,0.47715175266195
0.048,0.2,100,10,0.47715175266195
0.048,0.3,100,10,0.47715175266195
0.048,0.4,100,10,0.47715175266195
0.07,0.05,100,10,0.254410038098349
0.07,0.1,100,10,0.254410038098349
0.07,0.15,100,10,0.254410038098349
0.07,0.2,100,10,0.254410038098349
0.068,0.3,100,10,0.254410038098349
0.068,0.4,100,10,0.254410038098349
0.056,0.05,100,10,1.67241986935199
0.056,0.1,100,10,1.67241986935199
0.054,0.15,100,10,1.67241986935199
