id,year,y_it,lnmY_it,l_it,k_it,m_it,industry_2,export,I_K,I_K_m
4,1980,16.61176,-.4641181,6.340359,15.34312,16.14765,3,0,.0556254,.1187465
4,1981,16.50474,-.3412526,6.226537,15.32913,16.16348,3,0,-.1992874,-.3026696
4,1982,16.16777,-.2979148,6.133398,15.01512,15.86986,3,0,.0106745,.0246588
4,1983,0,0,0,0,0,0,0,0,0
4,1984,0,0,0,0,0,0,0,0,0
4,1985,0,0,0,0,0,0,0,0,0
4,1986,0,0,0,0,0,0,0,0,0
4,1987,0,0,0,0,0,0,0,0,0
4,1988,0,0,0,0,0,0,0,0,0
4,1989,0,0,0,0,0,0,0,0,0
4,1990,0,0,0,0,0,0,0,0,0
4,1991,0,0,0,0,0,0,0,0,0
4,1992,0,0,0,0,0,0,0,0,0
4,1993,0,0,0,0,0,0,0,0,0
4,1994,0,0,0,0,0,0,0,0,0
4,1995,0,0,0,0,0,0,0,0,0
4,1996,0,0,0,0,0,0,0,0,0
4,1997,0,0,0,0,0,0,0,0,0
4,1998,0,0,0,0,0,0,0,0,0
4,1999,0,0,0,0,0,0,0,0,0
4,2000,0,0,0,0,0,0,0,0,0
4,2001,0,0,0,0,0,0,0,0,0
4,2002,0,0,0,0,0,0,0,0,0
4,2003,0,0,0,0,0,0,0,0,0
4,2004,0,0,0,0,0,0,0,0,0
4,2005,0,0,0,0,0,0,0,0,0
4,2006,0,0,0,0,0,0,0,0,0
4,2007,0,0,0,0,0,0,0,0,0
4,2008,0,0,0,0,0,0,0,0,0
6,1980,19.84516,-.5517292,9.183175,19.4271,19.29343,5,0,.0261105,.01819
6,1981,19.7444,-.6482629,9.19024,19.38051,19.09613,5,7.45e+07,.0153281,-.0032048
6,1982,19.6475,-.726329,9.181426,19.32347,18.92118,5,6.19e+07,.1986594,.2730598
6,1983,19.69911,-.562001,9.070389,19.4447,19.13711,5,6.70e+07,.0314146,.0403859
6,1984,19.68915,-.6282043,9.001839,19.40505,19.06095,5,6.50e+07,.0264655,.0486264
6,1985,19.66421,-.6528367,9.002332,19.3606,19.01137,5,6.11e+07,.0415371,.0639552
6,1986,19.54841,-.8180426,8.938663,19.33189,18.73036,5,4.50e+07,.0514069,.0607444
6,1987,19.63905,-.9232426,8.896862,19.31342,18.71581,5,4.10e+07,.048966,.0636003
6,1988,19.74916,-.9611251,8.875147,19.29269,18.78804,5,5.23e+07,.0615907,.0875877
6,1989,19.77696,-.8593282,8.878636,19.28498,18.91763,5,6.04e+07,.0546105,.0878506
6,1990,19.86732,-.8098873,8.880586,19.27024,19.05744,5,7.68e+07,.0659942,.0825279
6,1991,19.89974,-.7334656,8.935772,19.26688,19.16627,5,8.33e+07,.1151181,.1897923
6,1992,19.76175,-.8471457,8.942461,19.31183,18.9146,5,7.11e+07,.0745777,.1036004
6,1993,19.63018,-.8688926,8.926119,19.31662,18.76129,5,5.85e+07,.0631993,.0978379
6,1994,19.5988,-.9016148,8.828054,19.30994,18.69718,5,5.75e+07,.0204847,.0480332
6,1995,19.64381,-.9285018,8.74608,19.25918,18.71531,5,6.90e+07,.0408579,.0650722
6,1996,19.70375,-.8955365,8.703672,19.22952,18.80822,5,8.21e+07,.0730783,.1500138
6,1997,19.67711,-.9310813,8.668712,19.23269,18.74603,5,6.97e+07,.0726724,.125987
6,1998,19.5218,-.9443727,8.576028,19.23458,18.57743,5,6.04e+07,.0451827,.0923415
6,1999,19.4051,-.8711889,8.473241,19.20815,18.53391,5,0,-.0130158,.0158405
6,2000,19.29328,-.8466898,8.196712,19.11965,18.44659,5,0,.0529431,.056556
6,2001,19.25413,-.8214469,8.217709,19.1004,18.43269,5,0,.0557179,.0960298
6,2002,19.2717,-.7862955,8.137396,19.08443,18.48541,5,0,.0114042,.0397614
6,2003,19.2641,-.9178315,8.073403,19.02203,18.34627,5,0,.0036237,.071297
6,2004,19.33845,-.9019394,8.119994,18.9511,18.43651,5,0,.2239428,.3731172
6,2005,19.425,-.807097,8.118505,19.09143,18.61791,5,0,.0577999,.076164
6,2006,19.48069,-.7442245,8.140899,19.07372,18.73647,5,0,.0936226,.1371437
6,2007,19.5689,-.7809821,8.173012,19.09167,18.78792,5,0,.0899715,.1309325
6,2008,19.51363,-.8833788,8.208491,19.10547,18.63025,5,0,.0594529,.081362
10,1980,16.97327,-.9865478,6.886532,16.0774,15.98672,8,0,.0515671,.0812671
10,1981,16.81731,-.8547598,6.896694,16.05641,15.96017,8,0,.0578091,.1012495
10,1982,16.82455,-.7863149,6.884487,16.04169,16.03575,8,0,.0511892,.0908546
10,1983,16.6851,-.8278868,6.837333,16.01981,15.85405,8,0,.0676773,.1198365
10,1984,16.61684,-.8041552,6.803505,16.01431,15.80923,8,0,.0523112,.0933458
10,1985,16.5194,-.7720767,6.694562,15.99258,15.74363,8,0,.0277924,.0506925
10,1986,16.55395,-.7656507,6.673298,15.94503,15.78439,8,0,.1105761,.1039878
10,1987,16.84178,-.9211584,6.609349,15.98067,15.91775,8,0,.6489798,.1212371
10,1988,16.93056,-.8467746,6.562444,16.43522,16.08224,8,0,.1332749,.3188838
10,1989,16.98397,-.8364145,6.555357,16.50155,16.14718,8,0,.1815432,.1759056
10,1990,17.02246,-.8138911,6.586172,16.61014,16.20831,8,0,.1368709,.1947812
10,1991,17.11915,-.8610942,6.590301,16.67822,16.25785,8,0,.0692843,.107761
10,1992,17.15832,-.7816237,6.60665,16.6808,16.3764,8,0,.0794083,.1245936
10,1993,17.0162,-.7773832,6.584791,16.69325,16.23829,8,0,.0472711,.1134371
10,1994,16.96579,-.7915461,6.584791,16.67311,16.17366,8,0,.0277228,.0598986
10,1995,17.0071,-.7974036,6.561031,16.63215,16.20909,8,0,.0301411,.0687056
10,1996,17.02121,-.7814337,6.522093,16.59364,16.23913,8,0,.0352699,.0770648
10,1997,16.97582,-.813298,6.486161,16.56024,16.16145,8,0,.0255672,.053078
10,1998,16.90065,-.817376,6.415097,16.51647,16.08247,8,0,.0151759,.0338771
10,1999,16.8641,-.7519884,6.36647,16.46177,16.11149,8,0,.0869171,.0796353
10,2000,16.75928,-.6966997,6.20859,16.48032,16.06174,8,0,-.0117232,-.0342047
10,2001,16.88372,-.7766837,6.184149,16.39779,16.10594,8,0,.0149078,.0393554
10,2002,16.92806,-.7336403,6.12905,16.34472,16.19379,8,0,.0222258,.0545582
10,2003,16.95919,-.745567,6.030685,16.29945,16.21307,8,0,.013978,.0282903
10,2004,16.8819,-.7044512,5.986452,16.24545,16.17716,8,0,.0129486,.0265418
10,2005,16.96446,-.7052277,5.958425,16.19058,16.25921,8,0,.0354159,.0637194
10,2006,17.10249,-.6432465,5.932245,16.1595,16.45919,8,0,.0433481,.1034104
10,2007,17.206,-.7106963,5.888878,16.13651,16.49529,8,0,.0351566,.0566545
10,2008,17.24222,-.6539311,5.993961,16.10452,16.58779,8,0,.0261592,.0498096
14,1980,17.22656,-.6195629,7.349874,16.33252,16.607,8,0,.0580485,.0936669
14,1981,17.21669,-.5823219,7.336937,16.31701,16.63437,8,0,.0600298,.0823215
14,1982,17.02466,-.5758718,7.30317,16.30307,16.44879,8,0,.0302566,.0405483
14,1983,17.09561,-.602186,7.217443,16.25826,16.49342,8,0,.0558736,.0895058
14,1984,17.06736,-.6467609,7.149132,16.23989,16.4206,8,0,.0503821,.0811283
14,1985,17.13808,-.6155577,7.097549,16.2156,16.52252,8,0,.0692732,.105738
14,1986,17.38324,-.6268216,7.056175,16.21059,16.75641,8,0,.0739374,.0810912
14,1987,17.53824,-.6526123,7.022868,16.21012,16.88562,8,0,.2022158,.3154095
14,1988,17.65919,-.6348239,6.982863,16.33047,17.02436,8,0,.0629602,.0715393
14,1989,17.6986,-.6180224,6.950815,16.31815,17.08058,8,0,.1087415,.1281079
14,1990,17.748,-.6252496,6.939254,16.35093,17.12275,8,0,.2214491,.1912389
14,1991,17.80127,-.5826414,6.958448,16.48664,17.21862,8,0,.3052553,.4202584
14,1992,17.71274,-.603379,6.973543,16.69371,17.10936,8,0,.0679403,.0740193
14,1993,17.62522,-.5901728,6.954639,16.68582,17.03505,8,0,.044332,.0573328
14,1994,17.50964,-.6253892,6.908755,16.65385,16.88425,8,0,.0409995,.0463125
14,1995,17.46867,-.6339691,6.869014,16.61844,16.8347,8,0,.0344716,.043194
14,1996,17.46457,-.6678681,6.822197,16.57637,16.7967,8,0,.0391387,.0570813
14,1997,17.37232,-.6722246,6.763885,16.53926,16.70009,8,0,.0481804,.0732233
14,1998,17.24102,-.6935908,6.715384,16.51153,16.54743,8,0,.0537149,.0766347
14,1999,17.18275,-.7514117,6.638568,16.48924,16.43134,8,0,.066694,.0932884
14,2000,17.146,-.7711109,6.505784,16.47999,16.37489,8,0,.0443168,.0326752
14,2001,17.1585,-.8176979,6.484635,16.44758,16.34081,8,0,.0698921,.0873891
14,2002,17.00414,-.8680281,6.408529,16.44188,16.13611,8,0,.0337539,.0447177
14,2003,17.06393,-.8820364,6.347389,16.39914,16.1819,8,0,.0499453,.0682952
14,2004,17.20298,-.8682302,6.318968,16.37294,16.33475,8,0,.0750236,.0811118
14,2005,17.29717,-.8588902,6.297109,16.37156,16.43828,8,0,.0712371,.0948061
14,2006,17.31369,-.910705,6.293419,16.36593,16.40298,8,0,.2205361,.2475104
14,2007,17.46131,-1.477537,5.501258,16.49946,15.98377,8,0,.1030563,.0802363
14,2008,17.43137,-1.856233,5.541264,16.52453,15.57514,8,0,.0671023,.0429737
17,1980,17.28141,-1.541992,7.244227,15.38534,15.73942,16,0,.0716113,.1015632
17,1981,17.31235,-1.514425,7.248504,15.39085,15.79792,16,0,.0742853,.1139839
17,1982,17.36056,-1.495127,7.249215,15.39833,15.86543,16,8560310,.0983956,.141804
17,1983,17.43509,-1.54961,7.258412,15.42877,15.88548,16,1.03e+07,.1623712,.2637902
17,1984,17.51869,-1.465462,7.266129,15.51855,16.05322,16,1.20e+07,.0963254,.1775988
17,1985,17.58163,-1.515816,7.284821,15.5452,16.06581,16,1.27e+07,.1150553,.1581806
17,1986,17.58573,-1.466271,7.297768,15.58874,16.11945,16,1.24e+07,.2627962,.4572276
17,1987,17.66537,-1.508539,7.270313,15.76401,16.15683,16,1.16e+07,.0809715,.0935594
17,1988,17.79386,-1.583554,7.220374,15.7724,16.21031,16,1.13e+07,.0796757,.12487
17,1989,17.861,-1.517819,7.21524,15.77894,16.34318,16,1.33e+07,.4835733,.2785054
17,1990,17.9042,-1.563401,7.254178,16.12242,16.3408,16,1.46e+07,.1094171,.1501247
17,1991,17.86459,-1.447894,7.312553,16.16205,16.41669,16,1.62e+07,.0837537,.1560785
17,1992,17.87896,-1.517738,7.344719,16.17582,16.36122,16,1.63e+07,.1019043,.1740632
17,1993,17.8617,-1.48863,7.351158,16.20671,16.37307,16,1.90e+07,.1126875,.2415698
17,1994,17.84514,-1.453042,7.333676,16.24747,16.3921,16,1.82e+07,.0487739,.0810943
17,1995,17.84079,-1.487451,7.303843,16.22345,16.35334,16,1.89e+07,.0547819,.0757668
17,1996,17.91075,-1.542698,7.244227,16.20522,16.36805,16,2.23e+07,.0677133,.0897679
17,1997,17.92618,-1.578884,7.239933,16.19984,16.34729,16,2.49e+07,.147612,.2140414
17,1998,17.90538,-1.672392,7.30586,16.2715,16.23299,16,2.81e+07,.2014353,.204537
17,1999,17.91148,-1.699478,7.282073,16.39086,16.21201,16,2.88e+07,.199414,.1715695
17,2000,17.9152,-1.674035,7.412764,16.5082,16.24116,16,0,.2075909,.1166859
17,2001,17.89287,-1.670531,7.383368,16.63354,16.22234,16,0,.0373955,.1560597
17,2002,0,0,0,0,0,0,0,0,0
17,2003,0,0,0,0,0,0,0,0,0
17,2004,0,0,0,0,0,0,0,0,0
17,2005,0,0,0,0,0,0,0,0,0
17,2006,0,0,0,0,0,0,0,0,0
17,2007,0,0,0,0,0,0,0,0,0
17,2008,0,0,0,0,0,0,0,0,0
18,1980,19.63552,-2.071046,8.458504,17.465,17.56447,1,0,.2106945,.353204
18,1981,19.75441,-2.192304,8.41516,17.57591,17.56211,1,0,.0847666,.1040209
18,1982,19.85197,-2.431155,8.394799,17.56247,17.42082,1,0,.1233708,.1923282
18,1983,19.76038,-2.193827,8.373322,17.58965,17.56655,1,0,.1181547,.1922093
18,1984,19.847,-2.25468,8.353498,17.61042,17.59232,1,0,.0630235,.0931438
18,1985,19.82375,-2.270693,8.302514,17.5735,17.55305,1,0,.1697378,.1091463
18,1986,19.89788,-2.378532,8.287277,17.64213,17.51934,1,0,.2185957,.3329325
18,1987,19.89648,-2.31391,8.235361,17.76064,17.58257,1,0,.1718103,.2284894
18,1988,19.90279,-2.39103,8.139441,17.83251,17.51176,1,0,.037608,.0255952
18,1989,19.76901,-2.633301,8.103191,17.76922,17.13571,1,0,.0613822,.0359114
18,1990,19.8464,-2.912141,8.052615,17.73504,16.93426,1,0,.0772007,-.0127314
18,1991,19.83755,-2.942289,7.944492,17.72139,16.89527,1,0,.0956822,.022699
18,1992,19.69738,-2.351404,7.980023,17.7345,17.34598,1,0,.0778375,.1047569
18,1993,19.66998,-2.20206,8.000349,17.73483,17.46792,1,0,.1620559,.151253
18,1994,19.74563,-2.359994,7.837554,17.8176,17.38564,1,0,.1424411,.0595241
18,1995,19.69841,-2.357251,7.775696,17.88432,17.34116,1,0,.0193446,.029232
18,1996,19.69576,-2.296577,7.689829,17.83239,17.39918,1,0,.0666659,.1140613
18,1997,19.6258,-2.246807,7.633369,17.8307,17.37899,1,0,.0680981,.0561082
18,1998,19.61124,-2.20207,7.560601,17.83083,17.40917,1,0,.0424418,.0820397
18,1999,19.51898,-2.186747,7.167038,17.80611,17.33224,1,0,.1399514,.1583972
18,2000,19.50351,-2.118181,7.127694,17.8768,17.38532,1,0,.0513439,.1091808
18,2001,19.56922,-2.196061,7.118826,17.86218,17.37316,1,0,.068531,.1211602
18,2002,19.60444,-2.058408,7.095893,17.86474,17.54603,1,0,.034922,.091578
18,2003,19.60209,-2.065847,7.063048,17.83322,17.53625,1,0,.0912467,.2237374
18,2004,19.59905,-2.180675,7.087574,17.85798,17.41838,1,0,.0385384,.0915694
18,2005,19.61693,-2.254218,7.068172,17.82876,17.36271,1,0,.0510914,.0877257
18,2006,19.63036,-2.234498,7.069874,17.81205,17.39586,1,0,.0687929,.1243148
18,2007,19.58553,-2.245918,7.020191,17.81313,17.33961,1,0,.0306943,.1649102
18,2008,19.53666,-2.041044,7.070724,17.77548,17.49562,1,0,.2848139,.3727883
25,1980,20.69777,-.4872385,8.668883,19.18987,20.21053,10,0,.0590792,.0821014
25,1981,20.69505,-.5619762,8.703506,19.17634,20.13307,10,0,.1008744,.1451463
25,1982,20.69238,-.4804409,8.719808,19.20424,20.21194,10,0,.1220896,.1774281
25,1983,20.693,-.3517424,8.700181,19.25222,20.34126,10,0,.2141559,.2528256
25,1984,20.6725,-.4290007,8.697179,19.38375,20.2435,10,0,.112744,.076245
25,1985,20.56998,-.4887017,8.691147,19.42187,20.08128,10,0,.0837648,.0981911
25,1986,20.18354,-.7909988,8.649274,19.43261,19.39254,10,0,.0564083,.087277
25,1987,20.2955,-.8382364,8.61975,19.41601,19.45726,10,0,.0301215,.0382021
25,1988,20.32903,-.8901262,8.586346,19.37209,19.43891,10,0,.045019,.0495371
25,1989,20.44153,-.618582,8.591743,19.34384,19.82294,10,0,.0505912,.0749179
25,1990,20.60959,-.6547774,8.636752,19.3215,19.95482,10,0,.1842241,.3140774
25,1991,20.44403,-.6007533,8.69165,19.42717,19.84328,10,0,.0129191,-.0123098
25,1992,20.66067,-1.053923,8.938794,19.36365,19.60674,10,0,.2888492,.2055378
25,1993,20.94918,-1.839144,8.954415,19.55861,19.11004,10,0,.0857236,.0864463
25,1994,20.95739,-1.837025,8.592671,19.57252,19.12037,10,0,.0884588,.0904477
25,1995,20.96737,-1.891137,8.556222,19.58955,19.07623,10,0,.1115399,.1581024
25,1996,21.10813,-1.709926,8.494538,19.62907,19.3982,10,0,.0768773,.1132027
25,1997,21.04933,-1.605973,8.429454,19.63436,19.44336,10,0,.0321074,.0250182
25,1998,20.89122,-1.752367,8.295299,19.59435,19.13885,10,0,.0546597,.0884668
25,1999,21.07665,-1.74785,7.704812,19.57807,19.3288,10,0,.0026979,.031694
25,2000,21.19066,-1.656461,7.428927,19.50742,19.5342,10,0,-.0093461,-.0219049
25,2001,21.16811,-1.777314,7.351158,19.42372,19.3908,10,0,.0206062,.0369565
25,2002,0,0,0,0,0,0,0,0,0
25,2003,0,0,0,0,0,0,0,0,0
25,2004,0,0,0,0,0,0,0,0,0
25,2005,0,0,0,0,0,0,0,0,0
25,2006,0,0,0,0,0,0,0,0,0
25,2007,0,0,0,0,0,0,0,0,0
25,2008,0,0,0,0,0,0,0,0,0
28,1980,16.96064,-.7925293,6.787845,16.45158,16.16811,5,0,.1261345,.1694274
28,1981,16.89288,-.7721241,6.572282,16.50401,16.12076,5,0,-.0061387,-.0098577
28,1982,16.88828,-.7713282,6.556778,16.42197,16.11695,5,0,.0443588,.054972
28,1983,16.31613,-1.035345,6.261492,16.3939,15.28078,5,0,-.1905,-.2030599
28,1984,16.29224,-1.079777,6.284134,16.08969,15.21247,5,0,-.0203257,.0575806
28,1985,16.33525,-1.082299,6.291569,15.99417,15.25295,5,0,.2199597,.1226351
28,1986,16.42122,-1.258793,6.111467,16.13206,15.16243,5,0,.3556728,.4343911
28,1987,16.46343,-1.374303,6.008813,16.38326,15.08912,5,0,.0395118,.0500963
28,1988,16.61719,-1.373105,6.011267,16.35164,15.24409,5,0,.0177094,.0051818
28,1989,16.7953,-1.543999,6.037871,16.29757,15.2513,5,0,.0607579,.1244868
28,1990,16.8126,-1.412033,6.100319,16.28871,15.40057,5,0,.0996313,.1201594
28,1991,16.76586,-1.468992,6.184149,16.31768,15.29687,5,170009.7,.0799267,.1410839
28,1992,16.75192,-1.531453,6.238325,16.32751,15.22046,5,416754.6,.1466049,.2516249
28,1993,16.80046,-1.555362,6.25575,16.40068,15.2451,5,435242.7,.0774428,.1193222
28,1994,16.816,-1.540116,6.287858,16.40597,15.27589,5,461610.2,.0583223,.0979465
28,1995,16.84908,-1.613458,6.347389,16.39166,15.23562,5,545840.3,.0821741,.1361976
28,1996,17.01127,-1.577353,6.421622,16.40094,15.43392,5,846889.9,.4047835,.4014709
28,1997,17.06322,-1.485949,6.511745,16.68708,15.57728,5,1497394,.102721,.1625824
28,1998,16.95486,-1.538495,6.516193,16.71672,15.41637,5,1734573,.1162696,.141971
28,1999,16.94584,-1.503274,6.49224,16.75858,15.44257,5,0,.0502673,.0821886
28,2000,17.00709,-1.384763,6.480044,16.73498,15.62233,5,0,.0558215,.0829012
28,2001,16.94903,-1.45432,6.483108,16.71669,15.49471,5,0,.2408904,.341774
28,2002,17.01679,-1.499544,6.496775,16.87082,15.51724,5,0,.0454926,.0665815
28,2003,16.94439,-1.362184,6.448889,16.84011,15.5822,5,0,.0896595,.1375269
28,2004,17.0015,-1.277196,6.400258,16.8539,15.72431,5,0,-.0180068,-.0658838
28,2005,17.00535,-1.286937,6.403574,16.75466,15.71841,5,0,.2474631,.3430894
28,2006,17.14706,-1.273703,6.40688,16.91397,15.87336,5,0,.1443711,.2291624
28,2007,17.18329,-1.151667,6.437752,16.98005,16.03162,5,0,.1308538,.2072482
28,2008,17.09149,-1.067344,6.453625,17.03194,16.02415,5,0,.0863418,.0616967
34,1980,18.34064,-.4877713,7.611843,17.12032,17.85287,10,0,.037285,.0673967
34,1981,18.32672,-.5059227,7.619234,17.08675,17.8208,10,0,.0483768,.0721681
34,1982,18.35251,-.5623389,7.618251,17.06438,17.79017,10,1.33e+07,.0506332,.0858748
34,1983,18.36385,-.5792797,7.607381,17.04443,17.78457,10,1.43e+07,.0490064,.0784587
34,1984,18.32934,-.650385,7.577122,17.02268,17.67895,10,1.01e+07,.0536611,.0774375
34,1985,18.33069,-.6058198,7.571474,17.00564,17.72487,10,1.25e+07,.0868596,.1040391
34,1986,18.1108,-.6258222,7.539559,17.0217,17.48498,10,9227750,.012048,.0172147
34,1987,18.35644,-.7874689,7.672292,16.96154,17.56897,10,8573551,.0627206,.0772768
34,1988,18.61413,-.6621917,7.6587,16.95426,17.95193,10,0,.134483,.2467038
34,1989,18.74442,-.6169546,7.702556,17.01697,18.12746,10,0,.1343477,.1450667
34,1990,18.81461,-.6769057,7.760893,17.07825,18.13771,10,1.56e+07,.2027782,.2251728
34,1991,18.78247,-.6962166,7.774856,17.20211,18.08626,10,1.23e+07,.127583,.0890979
34,1992,18.65979,-.7537395,7.763871,17.25733,17.90605,10,1.16e+07,.0756427,.0548052
34,1993,18.5675,-.7729184,7.761745,17.26323,17.79458,10,1.12e+07,.0577247,.0394058
34,1994,18.64808,-.804754,7.734559,17.25217,17.84332,10,9112838,.0273347,.0551972
34,1995,18.67851,-.6972908,7.717351,17.21078,17.98122,10,1.33e+07,.0575791,.0742464
34,1996,18.78723,-.7142811,7.70391,17.20045,18.07295,10,1.79e+07,.0614567,.1242345
34,1997,18.6926,-.6902201,7.69257,17.19433,18.00238,10,1.61e+07,.0773893,.1035836
34,1998,18.50497,-.73792,7.631432,17.20358,17.76706,10,1.31e+07,.067222,.0765273
34,1999,18.44317,-.7342972,7.514255,17.2027,17.70887,10,0,.0406144,.0384732
34,2000,18.5042,-.8026196,7.342779,17.17518,17.70158,10,0,.0540206,.0993838
34,2001,18.44473,-.7824879,7.328437,17.16168,17.66224,10,0,.1157336,.225835
34,2002,18.50791,-.8040661,7.256297,17.20852,17.70384,10,0,.0239346,.0192305
34,2003,18.603,-.9574301,7.106606,17.16259,17.64557,10,0,.1626386,-.0110692
34,2004,18.55516,-1.511761,5.267858,17.25277,17.0434,10,0,-.4269867,-.447574
34,2005,0,0,0,0,0,0,0,0,0
34,2006,0,0,0,0,0,0,0,0,0
34,2007,0,0,0,0,0,0,0,0,0
34,2008,0,0,0,0,0,0,0,0,0
38,1980,15.84039,-1.292676,6.063785,15.79553,14.54237,12,0,-.0056086,.0107165
38,1981,15.92005,-1.145788,6.082219,15.72578,14.7694,12,0,.0072879,.0159706
38,1982,15.71352,-1.16376,6.016157,15.67005,14.54378,12,0,.0170256,.043853
38,1983,15.74546,-1.084372,6.109248,15.62493,14.6552,12,0,.1390843,.1850966
38,1984,15.67693,-.866589,6.059123,15.70009,14.79717,12,29734.51,.0324101,.0694569
38,1985,15.91707,-.9521823,6.05444,15.6705,14.95173,12,178949.6,.0581593,.1646471
38,1986,15.88174,-.8878502,6.033086,15.66697,14.98242,12,4564.126,.0214492,.0717291
38,1987,15.96765,-1.064572,5.910797,15.62504,14.89307,12,932291.3,.020072,.0487187
38,1988,15.98356,-.9413828,5.891644,15.58149,15.03603,12,57876.31,.0352302,.1055102
38,1989,16.11195,-1.112401,5.948035,15.55378,14.99789,12,31837.48,.0921942,.2634498
38,1990,16.12371,-1.059994,5.97381,15.58263,15.06254,12,80874.65,.0706474,.2179985
38,1991,16.17507,-.9606495,5.926926,15.58879,15.2136,12,8053.091,.0801884,.12698
38,1992,16.27168,-1.115201,5.961005,15.60283,15.15501,12,16272.41,.0865699,.1802502
38,1993,16.13584,-1.279179,5.950643,15.6225,14.85366,12,3680.699,.0402759,.0867459
38,1994,16.16994,-1.240501,5.918894,15.59479,14.92647,12,336649.1,.0601751,.0854025
38,1995,16.27592,-1.245761,5.888878,15.58698,15.02739,12,70704.7,.0766136,.143931
38,1996,16.31608,-1.254042,5.888878,15.59562,15.05912,12,85167.46,.049881,.0833067
38,1997,16.23268,-1.245541,5.905362,15.57688,14.98225,12,0,.1738309,.223994
38,1998,16.05992,-1.126993,5.834811,15.67678,14.92914,12,0,.0506112,.0789723
38,1999,15.94143,-1.062742,5.799093,15.65819,14.87558,12,0,.0470724,.052526
38,2000,16.02973,-.6250957,5.771441,15.63574,15.37868,12,0,.0348048,.0334644
38,2001,16.03149,-.9108134,5.891644,15.60111,15.11575,12,0,.1769729,.2014364
38,2002,16.06322,-.9290763,5.872118,15.70409,15.13143,12,0,.0207779,.0112485
38,2003,16.0099,-.8875288,5.843544,15.65539,15.11983,12,0,.1422173,.0744072
38,2004,16.16036,-.8572796,5.817111,15.72735,15.30193,12,0,.0478373,.1130216
38,2005,16.21693,-.8672375,5.877736,15.7095,15.34963,12,0,.0889944,.171869
38,2006,16.36475,-.8682576,5.857933,15.73223,15.49624,12,0,.1971894,.3582765
38,2007,16.41945,-.8376349,5.908083,15.8547,15.58177,12,0,.0927174,.1872817
38,2008,16.31278,-.7730126,5.877736,15.87853,15.53733,12,0,.0668563,.1066188
41,1980,19.16586,-1.409513,7.604396,18.34334,17.71656,8,0,.0860609,.1104408
41,1981,19.15385,-1.514383,7.562681,18.3553,17.58953,8,0,.1347315,.1989712
41,1982,19.1313,-1.453645,7.616283,18.41449,17.63019,8,0,.0924761,.116461
41,1983,19.07248,-1.538567,7.643483,18.43269,17.48405,8,0,.1180841,.1689067
41,1984,19.02963,-1.554643,7.438972,18.47584,17.42536,8,0,.0759488,.087786
41,1985,18.95228,-1.611049,7.488294,18.47745,17.28526,8,0,.0544747,.0809727
41,1986,18.87727,-1.624317,7.454141,18.45775,17.20773,8,0,.0967204,.1099425
41,1987,18.89682,-1.711644,7.46451,18.4802,17.14922,8,0,.1186912,.0769436
41,1988,18.98111,-1.852734,7.474205,18.52425,17.10582,8,0,.0944131,.1077759
41,1989,19.03011,-1.933056,7.474772,18.54632,17.09072,8,0,.1115996,.0892194
41,1990,0,0,0,0,0,0,0,0,0
41,1991,0,0,0,0,0,0,0,0,0
41,1992,0,0,0,0,0,0,0,0,0
41,1993,0,0,0,0,0,0,0,0,0
41,1994,0,0,0,0,0,0,0,0,0
41,1995,0,0,0,0,0,0,0,0,0
41,1996,0,0,0,0,0,0,0,0,0
41,1997,0,0,0,0,0,0,0,0,0
41,1998,0,0,0,0,0,0,0,0,0
41,1999,0,0,0,0,0,0,0,0,0
41,2000,0,0,0,0,0,0,0,0,0
41,2001,0,0,0,0,0,0,0,0,0
41,2002,0,0,0,0,0,0,0,0,0
41,2003,0,0,0,0,0,0,0,0,0
41,2004,0,0,0,0,0,0,0,0,0
41,2005,0,0,0,0,0,0,0,0,0
41,2006,0,0,0,0,0,0,0,0,0
41,2007,0,0,0,0,0,0,0,0,0
41,2008,0,0,0,0,0,0,0,0,0
75,1980,19.6917,-.5468999,9.182249,18.63117,19.1448,1,0,.0764286,.1066371
75,1981,19.71228,-.5561522,9.152499,18.63721,19.15612,1,0,.06301,.0837526
75,1982,19.72446,-.5820151,9.125,18.62945,19.14245,1,0,.095207,.1171488
75,1983,19.72288,-.5481222,9.103868,18.65338,19.17475,1,0,.0936998,.1195371
75,1984,19.7446,-.5523745,9.07875,18.67523,19.19223,1,0,.0796541,.1006666
75,1985,19.77621,-.5466172,9.059285,18.68277,19.2296,1,0,.096052,.1195332
75,1986,19.81279,-.572848,9.039907,18.70604,19.23724,1,0,.0688813,.0689493
75,1987,19.8606,-.6192067,9.013474,18.70206,19.23917,1,0,.0682603,.1026628
75,1988,19.91072,-.6503317,8.999743,18.69758,19.2588,1,0,.0767969,.0981378
75,1989,19.93588,-.5826614,8.99293,18.70175,19.3528,1,0,.1222994,.1368582
75,1990,19.95093,-.6201863,8.985946,18.75081,19.33043,1,0,.0744296,.0994751
75,1991,19.98846,-.6611609,8.967122,18.75381,19.32705,1,0,.1116238,.1539858
75,1992,20.02109,-.6486443,8.959183,18.79334,19.37201,1,0,.0917526,.1289135
75,1993,20.01858,-.6640052,8.955835,18.81344,19.3539,1,0,.1065192,.1476583
75,1994,20.06824,-.7498294,8.941415,18.84769,19.31759,1,0,.0742115,.1162922
75,1995,20.0527,-.7508028,8.923724,18.84999,19.30101,1,0,.0490536,.0548456
