"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,2",6.80000000000001,11.8,12,16
"400,2",5.2,5.2,8.79999999999999,11.2
"200,3",5.2,5.2,8.79999999999999,4.4
"400,3",6.4,3.2,7.2,3.2
"200,2",7.2,13.4,12.4,17.2
"400,2",5.2,5.4,9.59999999999999,11.8
"200,3",5.2,5.2,9.2,5
"400,3",6.6,3.2,7,3.6
"200,2",7.2,13.4,12,15.8
"400,2",5.2,5.8,9.2,11.4
"200,3",5.2,5.4,9.00000000000001,5.4
"400,3",6.6,3.2,7,3
