"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"100,2",3.7,2.9,2.7,2.4
"500,2",3.6,4.2,2.3,2.3
"100,5",5.1,5.9,3.3,2.9
"500,5",4.6,4.8,3.3,3.6
"100,10",4.5,4.3,3.4,2.7
"500,10",3.7,5.2,4.4,6.2
