"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,3",4.45,5.2,3.3,3.7
"400,3",4.6,4.45,2.5,4.25
"200,5",3.75,4.6,3.1,3.45
"400,5",3.75,4.75,3.05,3.15
"200,8",3.9,4.4,3.55,3.55
"400,8",2.95,3.9,3.25,3.9
