"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,3",5.35,3.75,5.05,4.3
"400,3",4.1,7.25,5.2,8.65
"200,5",5.75,4.15,5.55,4.85
"400,5",2.4,3.25,5.05,2.2
"200,8",10.45,5.3,3.8,3.65
"400,8",5,3,3.4,4.5
