"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,3",6.35,4.8,8.7,5.4
"400,3",4.3,7.25,5.1,8.15
"200,5",6.2,4.65,4.65,4.65
"400,5",2.35,3.3,4.4,1.9
"200,8",10.95,5.4,5.3,3.45
"400,8",4.9,2.95,3.7,4.4
