"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,3",5.3,4.6,5.3,4.9
"400,3",4.9,3.4,4.75,4.95
"200,5",4.05,3.5,5.55,3.75
"400,5",3.85,4,4.55,3.35
"200,8",4.2,3.7,4.35,3.6
"400,8",3,3.9,4.75,3.85
