"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,3",6.45,5.2,6,5.45
"400,3",4.4,8.05,5.3,9.3
"200,5",6.35,4.6,5.75,5
"400,5",2.4,3.25,5.15,2.2
"200,8",10.95,5.35,3.8,3.6
"400,8",4.95,3.1,3.4,4.45
