"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,2",2.8,2.4,3.2,1.2
"400,2",3.6,2.20000000000001,3,2.4
"200,3",4.4,2.6,4,1.8
"400,3",5.80000000000001,2.4,5.00000000000001,1.6
"200,2",5.6,6.4,8.6,8.2
"400,2",4.2,2.8,6.19999999999999,5.8
"200,3",5,4.2,7.8,3.2
"400,3",6.8,2.4,6.6,2.4
"200,2",5.8,7.8,9.8,11.4
"400,2",4.2,3.00000000000001,6.4,8.20000000000001
"200,3",5,4.2,7.8,3.4
"400,3",6.8,2.4,6.6,2.4
