"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,3",4.65,3.8,4.35,3.85
"400,3",4.7,3.3,4.45,4.6
"200,5",4,3.35,5.15,3.6
"400,5",3.8,4,4.25,3.35
"200,8",4.2,3.7,4.3,3.6
"400,8",2.95,3.9,4.65,3.8
