"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,2",4,2,2,3
"400,2",5,5,10,7
"200,3",2,7,6,1
"400,3",6,7,4,8
"200,5",5,4,6,3
"400,5",6,5,8,7
"200,8",6,3,8,5
"400,8",5,4,7,7
"200,2",6,1,2,1
"400,2",4,3,8,4
"200,3",3,8,9,3
"400,3",4,5,3,10
"200,5",4,2,6,3
"400,5",7,5,7,5
"200,8",7,5,7,5
"400,8",6,4,7,7
"200,2",7,2,4,2
"400,2",6,4,6,8
"200,3",4,7,7,4
"400,3",5,5,4,9
"200,5",4,1,6,2
"400,5",5,5,7,5
"200,8",6,2,6,6
"400,8",6,3,6,7
