"","c(-1, 1),c(0.5, 0.5)","c(-0.5, 0.5),c(0.5, 0.5)","c(-1, 1),c(0.2, 0.8)","c(-0.5, 0.5),c(0.2, 0.8)"
"200,2",2.6,2.6,3.2,3.8
"400,2",3,2.2,2.8,3.6
"200,2",4.8,6.4,8.2,10.6
"400,2",4.2,2.8,5.6,8
"200,2",5.8,7.8,9.8,10.8
"400,2",4.2,3,6.4,8.2
