2169	90	3513	56901	0	0	0	0	14	34539	.1062723
2169	91	3560	46965.5	0	0	0	0	13	23880.61	.1742173
2169	92	3560	73194.34	0	0	0	0	13	36149.96	.2176746
2169	93	0	0	-1	-1	0	0	0	0	0
2169	94	0	0	-1	-1	0	0	0	0	0
2169	95	0	0	-1	-1	0	0	0	0	0
2169	96	0	0	-1	-1	0	0	0	0	0
2376	90	3560	105377	0	0	0	0	20	69836	.2150849
2376	91	3560	113533.7	0	0	0	0	22	80151.84	.1634797
2376	92	3560	166704.5	0	0	0	0	21	96278.23	.2602741
2376	93	3560	183727.6	0	0	0	0	24	96686.8	.3275435
2376	94	3560	178731.1	0	0	0	0	23	95304.88	.2932787
2376	95	3560	177763.6	0	0	0	0	20	119718	.1611707
2376	96	3560	194798.3	0	0	0	0	17	105960	.2597502
7398	90	3560	30594	0	0	0	0	13	18870	.2973132
7398	91	3560	26599.94	0	0	0	0	17	21263.35	.0001626
7398	92	3560	71541.55	0	0	0	0	17	57504.27	.0854625
7398	93	3560	79755.84	0	0	0	0	17	30556.13	.5077482
7398	94	3560	119129.4	0	0	0	0	17	25905.3	.5992838
7398	95	3560	149660.9	0	0	0	0	16	22312.18	.7192307
7398	96	3560	213207	0	0	0	0	23	22877.62	.6054611
9585	90	3560	145867	0	1	0	27478	27	73730	.3380888
9585	91	3560	173670.3	0	1	0	43634.66	25	79189.19	.3891042
9585	92	3560	294131.2	0	1	0	55920.17	24	121582	.436574
9585	93	3560	274570.8	0	1	0	51791.07	25	136159.6	.312315
9585	94	3560	236326.3	0	1	0	58082.02	27	90360.76	.36947
9585	95	3560	234575.6	0	1	0	31648.14	27	87262.41	.3536348
9585	96	3560	274986.5	0	1	0	61255.33	27	100974.7	.3190084
10521	90	3560	4366603	1	1	5064	1172686	157	2792046	.2489127
10521	91	3560	4914606	1	1	20574	1871368	162	3460860	.1826563
10521	92	3560	9074997	1	1	301372.7	3256823	180	6499774	.1498143
10521	93	3560	9565972	1	1	490913.1	2892641	203	5693204	.2602747
10521	94	3560	1.08e+07	1	1	871328.9	4110440	202	6796747	.2167696
10521	95	3560	1.29e+07	1	1	1394438	3417360	201	7053763	.3154005
10521	96	3560	1.11e+07	0	1	0	3747418	195	7761845	.1289978
