"padron"	"year"	"ciiu"	"rY"	"d_e"	"d_m"	"rexport"	"rMi"	"L"	"rM"	"markup"
62334	92	3220	616540.8	1	1	9467.678	7037.678	107	270107.6	.4263602
62334	93	3220	649494.6	1	1	13546.08	7752.202	98	298834	.409245
62334	94	3220	739091.2	1	1	22895.88	3961.077	89	405874.7	.3159723
62334	95	3220	705759.6	1	1	12936.99	14701.82	82	363776.8	.314777
62334	96	3220	677650.6	1	1	3389.832	35665.09	45	472915	.1786743
62982	90	3220	104761	0	0	0	0	24	103648	-.0768511
62982	91	3220	156633.1	0	0	0	0	27	99788.13	.2931512
62982	92	3220	129536.6	0	0	0	0	15	127528.4	-.0285289
62982	93	0	0	-1	-1	0	0	0	0	0
62982	94	0	0	-1	-1	0	0	0	0	0
62982	95	0	0	-1	-1	0	0	0	0	0
62982	96	0	0	-1	-1	0	0	0	0	0
63162	90	3220	77930	0	0	0	0	58	15768	.350186
63162	91	3213	83745.7	0	0	0	0	54	28716.76	.2355151
63162	92	3220	61665.42	0	0	0	0	56	14300.95	.3751784
63162	93	3220	58235.91	0	0	0	0	39	10164.54	.3125207
63162	94	3220	44612.26	0	0	0	0	32	10241.03	.1081085
63162	95	3220	45051.09	0	0	0	0	31	11904.4	.0279814
63162	96	3220	51035.77	0	0	0	0	21	9829.053	.0935251
63333	90	3220	293903	0	0	0	0	81	153184	.3642596
63333	91	3220	199644.1	0	0	0	0	66	87700.64	.3986202
63333	92	3220	227105	0	0	0	0	83	170833.5	.0587389
63333	93	3220	469098.6	0	0	0	0	113	286583.5	.2222643
63333	94	3220	301120.1	0	0	0	0	102	199265.4	.0224008
63333	95	3220	227791.2	0	0	0	0	76	114895.3	.2536749
63333	96	3220	234110.5	0	0	0	0	85	19791.05	.6904427
63882	90	0	0	-1	-1	0	0	0	0	0
63882	91	0	0	-1	-1	0	0	0	0	0
63882	92	0	0	-1	-1	0	0	0	0	0
63882	93	0	0	-1	-1	0	0	0	0	0
63882	94	0	0	-1	-1	0	0	0	0	0
63882	95	3220	35641.57	0	0	0	0	12	12030.09	.4271918
63882	96	0	0	-1	-1	0	0	0	0	0
64512	90	3220	124643	0	0	0	0	25	91481	.1565431
64512	91	3220	99628.36	0	0	0	0	28	72711.94	.1471228
64512	92	3220	109588.7	0	0	0	0	28	73597	.2277116
64512	93	0	0	-1	-1	0	0	0	0	0
64512	94	0	0	-1	-1	0	0	0	0	0
64512	95	0	0	-1	-1	0	0	0	0	0
64512	96	0	0	-1	-1	0	0	0	0	0
64728	90	3220	138290	0	0	0	0	26	92773	.2216357
64728	91	3220	153874.3	0	0	0	0	26	99405.7	.2512628
64728	92	3220	113333.1	0	0	0	0	25	66482.38	.2871065
64728	93	3220	192226.3	0	0	0	0	32	132135.1	.1589833
64728	94	3220	192133.6	0	0	0	0	30	121218	.1998392
64728	95	3220	186744.1	0	0	0	0	29	105513.6	.2491342
64728	96	3220	187958.5	0	0	0	0	30	114194.5	.2005111
64773	90	0	0	-1	-1	0	0	0	0	0
64773	91	3220	73222.66	0	0	0	0	34	47063.61	.1416783
64773	92	3220	93231.95	0	0	0	0	34	73029.76	.0043988
64773	93	3220	99242.41	0	0	0	0	35	71836.5	.0091363
64773	94	3220	109616.3	0	0	0	0	33	55749.95	.2027913
64773	95	3220	145303	0	0	0	0	32	83080.11	.1613113
64773	96	3220	88947.94	0	0	0	0	35	34958.08	.1309366
64881	90	3220	16514	0	0	0	0	11	11722	.0615841
64881	91	0	0	-1	-1	0	0	0	0	0
64881	92	0	0	-1	-1	0	0	0	0	0
64881	93	0	0	-1	-1	0	0	0	0	0
64881	94	0	0	-1	-1	0	0	0	0	0
64881	95	0	0	-1	-1	0	0	0	0	0
64881	96	0	0	-1	-1	0	0	0	0	0
65088	90	3220	189794	0	0	0	0	72	119070	.1899164
65088	91	3220	230193.5	0	0	0	0	51	141885.3	.2330897
65088	92	3220	246654.5	0	1	0	1413.534	70	131777.5	.2776648
65088	93	3220	324056.9	0	0	0	0	45	178529.3	.25172
65088	94	3220	375573.5	0	0	0	0	63	213626.7	.2275383
65088	95	3220	426619.5	1	0	2714.845	0	57	226448.8	.2688857
65088	96	3220	486175.4	0	0	0	0	72	245112.3	.2966459
65133	90	3220	772054	0	0	0	0	103	520931	.1733713
65133	91	3220	862210.6	0	0	0	0	55	586233.1	.2092565
65133	92	3220	713011.8	0	0	0	0	55	548301.9	.1621494
65133	93	3220	876178.3	0	0	0	0	45	590564.7	.269731
65133	94	3220	1109034	0	0	0	0	38	842017	.1939216
65133	95	3220	1243040	0	0	0	0	34	808194.4	.2913118
65133	96	3220	1264802	0	0	0	0	28	748724.8	.342786
65187	90	3220	115154	0	0	0	0	34	58346	.3495753
65187	91	0	0	-1	-1	0	0	0	0	0
65187	92	3220	76013.96	0	0	0	0	37	50160.24	.1495548
65187	93	3220	66875.54	0	0	0	0	28	41779.59	.1476383
65187	94	3220	70747.08	0	0	0	0	28	46020.44	.1361832
65187	95	3220	125614.4	0	0	0	0	28	82140.33	.1957927
65187	96	3220	170556	0	0	0	0	23	86225.16	.3482686
65196	90	3220	272326	0	0	0	0	36	112486	.4633527
65196	91	0	0	-1	-1	0	0	0	0	0
65196	92	3220	259369.8	0	0	0	0	34	141290.8	.30506
65196	93	0	0	-1	-1	0	0	0	0	0
65196	94	3220	362482	0	0	0	0	42	164604.7	.3697933
65196	95	3220	470187.8	0	0	0	0	48	187481.5	.421412
65196	96	3220	574073.6	0	0	0	0	46	191128.6	.4824152
65232	90	3220	137631	0	0	0	0	46	91330	.191592
65232	91	3220	156831.8	0	0	0	0	46	103733.1	.2281047
65232	92	3220	157472.1	0	1	0	16436.9	44	99956.02	.2483997
65232	93	3220	131116.7	0	0	0	0	40	74939.51	.2629218
65232	94	3220	150502.9	0	0	0	0	38	117900.9	.0602839
65232	95	3220	103994.3	0	0	0	0	21	96285.3	-.1077678
65232	96	0	0	-1	-1	0	0	0	0	0
65367	90	3220	829250	0	1	0	47264	102	484760	.3491408
65367	91	3220	1034308	0	1	0	90555.52	89	492424.7	.4563334
65367	92	3220	1000027	0	0	0	0	95	787876.3	.1343571
65367	93	3220	993213.2	0	1	0	31726.73	94	775243.4	.1259095
65367	94	3220	864525.1	0	0	0	0	64	596896.3	.2167157
65367	95	3220	890480.9	0	1	0	94950.89	32	641318.8	.2316304
65367	96	3220	964097.9	0	0	0	0	17	819027.5	.1229842
65466	90	3220	109019	0	0	0	0	28	70588	.2126235
65466	91	3220	165206	0	0	0	0	40	77441.64	.3747689
65466	92	3220	198121	0	0	0	0	43	86002.59	.406339
65466	93	3220	249873.9	0	0	0	0	46	98602.93	.4021048
65466	94	3220	262802.5	0	0	0	0	35	79410.09	.5050873
65466	95	3220	12495.6	0	0	0	0	37	2774.769	-.1831101
65466	96	0	0	-1	-1	0	0	0	0	0
65565	90	3220	117920	0	0	0	0	20	79298	.2320472
65565	91	3220	153174.8	0	0	0	0	20	121507.2	.1272831
65565	92	3220	102379.5	0	0	0	0	19	71301.31	.2058794
65565	93	3220	103265.4	0	0	0	0	20	78674.02	.1154963
65565	94	3220	111147.5	0	0	0	0	20	77960.47	.1649191
65565	95	3220	124678.3	0	0	0	0	14	93758.26	.1046011
65565	96	3220	123458	0	0	0	0	13	104621.4	-.008254
65718	90	3220	187890	0	0	0	0	30	98558	.351743
65718	91	3220	158553.5	0	0	0	0	36	126280.8	.0358079
65718	92	3220	124021.3	0	0	0	0	34	81289.94	.1593128
65718	93	3220	110093	0	0	0	0	23	72044.56	.1223176
65718	94	3220	112506.2	0	0	0	0	23	80640.41	.0745874
65718	95	3220	125680.9	0	0	0	0	21	85361.6	.1119245
65718	96	3220	97296.09	0	0	0	0	25	74487.93	-.19458
65727	90	3220	38673	0	0	0	0	12	27528	.1624648
65727	91	3220	33098.82	0	0	0	0	10	23968.85	.1424463
65727	92	0	0	-1	-1	0	0	0	0	0
65727	93	0	0	-1	-1	0	0	0	0	0
65727	94	0	0	-1	-1	0	0	0	0	0
65727	95	0	0	-1	-1	0	0	0	0	0
65727	96	0	0	-1	-1	0	0	0	0	0
65781	90	3220	723934	1	1	342214	23015	77	573160	.0984924
65781	91	3220	864546.4	1	1	424424.2	75977.37	100	639942.8	.1250485
65781	92	3220	940753.8	1	1	387414.6	132565.8	105	667619.6	.170348
65781	93	3220	1167153	1	1	386843.7	188392.1	108	761142.4	.2104497
65781	94	3220	1329050	1	1	353432.5	300067	111	885713.9	.2009017
65781	95	3220	1672183	1	1	378499.1	204640.1	106	1080764	.2223013
65781	96	3220	1832837	1	1	270420.4	271389.5	92	1384479	.1195429
65799	90	3220	92220	0	0	0	0	32	68579	.1959445
65799	91	3220	125999.3	0	0	0	0	15	82614.19	.2963651
65799	92	3220	127786.6	0	0	0	0	15	83696.47	.2958998
65799	93	3220	127969.2	0	0	0	0	17	87019.83	.2577944
65799	94	0	0	-1	-1	0	0	0	0	0
65799	95	0	0	-1	-1	0	0	0	0	0
65799	96	0	0	-1	-1	0	0	0	0	0
65817	90	3220	284746	0	0	0	0	81	139413	.3175602
65817	91	3220	270098.8	0	0	0	0	85	138007.3	.261568
65817	92	3220	206786.1	0	0	0	0	70	77662.21	.3250441
65817	93	3220	326145.6	0	0	0	0	72	166184.4	.2282833
65817	94	3220	481619.9	0	0	0	0	85	172232.6	.3966497
65817	95	3220	466327.1	0	0	0	0	84	241031.5	.1648178
65817	96	3220	428688.9	0	0	0	0	70	192282.1	.2158672
65853	90	3220	1635812	0	0	0	0	45	1182272	.2591575
65853	91	0	0	-1	-1	0	0	0	0	0
65853	92	3220	2754155	0	0	0	0	110	2003466	.2426945
65853	93	3220	3467737	0	1	0	687941.1	80	2857305	.1489712
65853	94	3220	3999274	0	1	0	841993.6	115	2999364	.2181248
65853	95	3220	5268039	0	1	0	1269380	139	4396644	.1316274
65853	96	3220	5750659	0	1	0	1908306	60	4997450	.1075591
66033	90	3220	398220	0	0	0	0	49	300192	.1665311
66033	91	3220	405973.9	1	0	3840.711	0	42	253405	.306267
66033	92	3220	314610.4	1	0	565.9352	0	39	213484	.2171359
66033	93	3220	378692	0	0	0	0	33	252084.2	.2026667
66033	94	3220	566768.4	0	1	0	34769.75	36	361600	.2575587
66033	95	3220	344749.5	0	1	0	49955.34	43	277598.9	.0220453
66033	96	3220	357041.3	0	0	0	0	36	196370.5	.2803607
66087	90	3220	541032	0	1	0	94861	122	395056	.1570388
66087	91	3220	554036.6	0	1	0	80252.65	100	372760.8	.2342258
66087	92	3220	556608.3	0	1	0	83459.14	118	338349	.3355203
66087	93	3220	709894.8	0	1	0	121755.8	158	433687.3	.3258937
66087	94	3220	745462.1	1	1	45240.13	17325.37	103	433639	.2733878
66087	95	3213	849273.8	1	1	81476.05	20055.51	88	431973.2	.3785671
66087	96	3213	965373.6	1	1	174781.9	32671.8	92	441337.5	.3839508
66168	90	3220	99974	0	0	0	0	29	82420	.0697581
66168	91	3220	79212.17	0	0	0	0	20	65931.92	.0691558
66168	92	3220	72975.65	0	0	0	0	25	57321.8	.1089917
66168	93	3220	52481.25	0	0	0	0	19	42423.07	.0326916
66168	94	0	0	-1	-1	0	0	0	0	0
66168	95	0	0	-1	-1	0	0	0	0	0
66168	96	0	0	-1	-1	0	0	0	0	0
66186	90	3220	403492	0	0	0	0	36	209914	.3938963
66186	91	3220	411109.2	0	1	0	55097.64	28	259742.1	.2717868
66186	92	3220	361830.1	0	1	0	138466.3	42	275877.1	.1148021
66186	93	3220	383367.1	0	1	0	33459.71	33	250253.5	.2256219
66186	94	3220	439529.1	0	1	0	75287.88	34	300798.5	.2095494
66186	95	3220	497256.6	0	1	0	5933.197	31	355323.9	.1798318
66186	96	3220	646418.1	0	1	0	59942.62	39	569050.7	-.0073875
66537	90	0	0	-1	-1	0	0	0	0	0
66537	91	3220	24565.65	0	0	0	0	15	11052.8	.2783543
66537	92	3220	21941.07	0	0	0	0	11	8837.847	.2788542
66537	93	3220	22385.13	0	0	0	0	14	8989.284	.2258352
66537	94	3220	25127.83	0	0	0	0	12	8602.839	.3105907
66537	95	3220	30764.35	0	0	0	0	13	12122.9	.2232885
66537	96	3220	34393.23	0	0	0	0	12	11545.87	.3223846
66942	90	3220	97917	0	0	0	0	35	50233	.351369
66942	91	3220	178786.7	0	0	0	0	30	92066.14	.3847283
66942	92	3220	213817.2	0	0	0	0	31	143126.2	.2085955
66942	93	3220	285233.4	0	0	0	0	28	122360.8	.4391853
66942	94	3220	220586	0	0	0	0	24	118014.5	.2944183
66942	95	3220	170518.6	0	0	0	0	24	100330.2	.1979875
66942	96	3220	168404.2	0	0	0	0	33	66891.35	.297967
67212	90	0	0	-1	-1	0	0	0	0	0
67212	91	0	0	-1	-1	0	0	0	0	0
67212	92	0	0	-1	-1	0	0	0	0	0
67212	93	0	0	-1	-1	0	0	0	0	0
67212	94	0	0	-1	-1	0	0	0	0	0
67212	95	3220	36601.08	1	0	601.4314	0	12	16775.77	.1768194
67212	96	3220	40643.4	1	0	1490.881	0	14	16231.39	.2798419
69246	90	3220	11156	0	0	0	0	10	3706	.3945859
69246	91	0	0	-1	-1	0	0	0	0	0
69246	92	0	0	-1	-1	0	0	0	0	0
69246	93	0	0	-1	-1	0	0	0	0	0
69246	94	0	0	-1	-1	0	0	0	0	0
69246	95	0	0	-1	-1	0	0	0	0	0
69246	96	0	0	-1	-1	0	0	0	0	0
69444	90	3220	190661	0	1	0	4504	47	80116	.2910821
69444	91	3220	223507.8	0	1	0	9922.111	53	84047	.3238144
69444	92	3220	219280.3	0	1	0	13701.11	54	85360.37	.294642
69444	93	3220	210744	0	1	0	5108.53	58	76479.7	.2320775
69444	94	3220	256022.4	0	1	0	20676.63	49	90444.81	.2851043
69444	95	3220	262207.3	0	1	0	41551.38	46	103983.3	.2099831
69444	96	3220	257312.9	0	1	0	32133.86	32	57592.57	.432044
69822	90	3220	369265	0	0	0	0	57	245160	.2650048
69822	91	3220	359121.3	0	0	0	0	59	275017.3	.1458795
69822	92	3220	318924.7	0	0	0	0	62	185051.7	.286839
69822	93	3220	324316.8	0	0	0	0	61	175189.7	.2786415
69822	94	3220	355340.8	0	0	0	0	48	178926.5	.3560537
69822	95	3220	375637.4	0	0	0	0	50	205530.2	.2713166
69822	96	3220	418436.4	0	0	0	0	51	229052.3	.2712879
69876	90	3220	39481	0	0	0	0	12	32124	-.0130442
69876	91	3220	38316.88	0	0	0	0	12	24675.74	.153788
69876	92	3220	34281.46	0	0	0	0	13	22272.29	.1662261
69876	93	3220	38178.03	0	0	0	0	13	28543.95	.0334825
69876	94	3220	46083.96	0	0	0	0	21	23844.69	.1783491
69876	95	0	0	-1	-1	0	0	0	0	0
69876	96	0	0	-1	-1	0	0	0	0	0
69885	90	3220	35207	0	0	0	0	10	16142	.4089812
69885	91	3220	39637.13	0	0	0	0	11	20364.04	.3600217
69885	92	3220	34535.08	0	0	0	0	11	13588.96	.4626189
69885	93	3220	32120.25	0	0	0	0	12	8683.504	.5443709
69885	94	3220	32542.48	0	0	0	0	12	9236.718	.5095441
69885	95	0	0	-1	-1	0	0	0	0	0
69885	96	0	0	-1	-1	0	0	0	0	0
70092	90	3220	374471	1	0	275560	0	186	229103	.1997137
70092	91	3220	225565.6	1	0	134602	0	113	83536.28	.38844
70092	92	3220	214184.3	1	0	122987.9	0	113	80388.88	.3030648
70092	93	3220	112113.1	0	0	0	0	54	80109.2	-.0128604
70092	94	3213	141146.5	0	0	0	0	45	82666.42	.1684621
70092	95	3213	117783.4	0	0	0	0	48	58955.62	.2110997
70092	96	3213	107066	0	0	0	0	29	148184.3	-.6314358
70245	90	3220	34090	0	0	0	0	15	25255	.0523321
70245	91	3220	16013.45	0	0	0	0	13	17202.08	-.5637858
70245	92	0	0	-1	-1	0	0	0	0	0
70245	93	0	0	-1	-1	0	0	0	0	0
70245	94	0	0	-1	-1	0	0	0	0	0
70245	95	0	0	-1	-1	0	0	0	0	0
70245	96	0	0	-1	-1	0	0	0	0	0
70335	90	3220	77382	0	0	0	0	14	55067	.1902251
70335	91	3220	65897.98	0	0	0	0	15	66238.19	-.1192031
70335	92	0	0	-1	-1	0	0	0	0	0
70335	93	0	0	-1	-1	0	0	0	0	0
70335	94	0	0	-1	-1	0	0	0	0	0
70335	95	0	0	-1	-1	0	0	0	0	0
70335	96	0	0	-1	-1	0	0	0	0	0
70506	90	3220	558815	0	0	0	0	42	359811	.2935945
70506	91	3220	560773.6	0	0	0	0	38	485741.5	.0570603
70506	92	3220	670836.6	0	0	0	0	44	468928.2	.2308571
70506	93	3220	717274.1	0	0	0	0	45	513736	.2145939
70506	94	3220	766729.1	0	0	0	0	45	445189.2	.3459375
70506	95	3220	834376.8	0	0	0	0	43	623107	.1874452
70506	96	3220	805819.4	0	0	0	0	43	443307.2	.3815909
70632	90	3220	121870	0	0	0	0	31	58503	.3750554
70632	91	3220	153255.1	0	0	0	0	30	88873.55	.2991969
70632	92	3220	142970.3	0	0	0	0	32	81612.68	.3094719
70632	93	3220	170860.2	0	0	0	0	32	107279.8	.2444122
70632	94	3220	173604.7	0	0	0	0	34	88797.26	.3443026
70632	95	3220	203139.8	0	0	0	0	34	87222.9	.4086381
70632	96	3220	240881.7	0	0	0	0	26	111539.4	.3880573
70704	90	3220	52306	0	0	0	0	49	19153	.3395978
70704	91	3220	46193.65	0	0	0	0	33	25140.93	.1636533
70704	92	3220	76300.19	0	0	0	0	26	50131.55	.1783123
70704	93	3220	129553.9	0	0	0	0	37	63426.2	.2887005
70704	94	3220	128460.9	0	0	0	0	37	50023.64	.27995
70704	95	3220	185745.1	0	0	0	0	44	69190.19	.2902972
70704	96	3220	190697.5	0	0	0	0	32	62733.03	.4059457
71469	90	3220	411116	0	1	0	44478	72	171636	.4071187
71469	91	3213	491270.8	0	1	0	35867.6	63	202619	.4212994
71469	92	3213	398146.5	1	1	6943.138	61402.66	65	133301.2	.4556943
71469	93	3220	434739.5	1	1	8313.908	32795.63	60	128973.6	.4574931
71469	94	3220	489358.8	0	1	0	61157.32	62	190211.9	.3837773
71469	95	3220	564862.5	1	1	686.9326	96474.56	60	213772.7	.3870322
71469	96	3220	621153.1	0	1	0	68094.05	69	200041.6	.4469275
72027	90	3220	79700	0	0	0	0	15	52719	.1995107
72027	91	3220	64079.45	0	0	0	0	16	43195.58	.2054124
72027	92	3220	49923.57	0	0	0	0	17	32658.63	.1465456
72027	93	3220	85847.9	0	0	0	0	21	73183.27	-.0301599
72027	94	3220	59762.51	0	0	0	0	15	47376.46	-.007776
72027	95	3220	34123.01	0	0	0	0	11	27369.88	-.0079239
72027	96	0	0	-1	-1	0	0	0	0	0
72045	90	3220	153692	0	0	0	0	44	103185	.1616024
72045	91	3220	219624.9	0	1	0	49171.86	46	141595.6	.2267658
72045	92	3220	180312.9	0	1	0	41887.03	44	101007.7	.2723157
72045	93	3220	197864	0	1	0	45931.57	43	123016.2	.1963307
72045	94	3220	206541	0	1	0	42548.14	37	135307.8	.1683366
72045	95	3220	200814.5	0	1	0	33415.62	31	151117.9	.0566677
72045	96	3220	199047.9	0	1	0	30928.09	26	149862.7	.0375545
72315	90	3220	1091325	1	0	122123	0	270	636911	.2761368
72315	91	3220	1350645	1	0	99302.23	0	333	784091.1	.2795578
72315	92	3220	1599446	1	0	2977.028	0	385	992794.4	.2450923
72315	93	3220	2009675	1	1	14754.58	750815.6	381	1068835	.3270277
72315	94	3220	1840116	1	1	921.3984	895680.1	361	1157587	.207872
72315	95	3220	2645366	1	1	5163.687	741912	372	1810580	.1702442
72315	96	0	0	-1	-1	0	0	0	0	0
73143	90	3220	126371	0	0	0	0	124	29321	-.1661694
73143	91	3220	270316.5	0	1	0	19827.67	140	97119.48	.1054928
73143	92	0	0	-1	-1	0	0	0	0	0
73143	93	0	0	-1	-1	0	0	0	0	0
73143	94	0	0	-1	-1	0	0	0	0	0
73143	95	0	0	-1	-1	0	0	0	0	0
73143	96	0	0	-1	-1	0	0	0	0	0
73206	90	3220	1040883	0	0	0	0	170	644778	.1779201
73206	91	3220	1185332	0	1	0	339676.9	174	513059.3	.3884439
73206	92	3220	1207312	0	1	0	398481	191	681507.9	.2390669
73206	93	3220	1356669	1	1	9351.567	603591.6	248	819184.1	.1635439
73206	94	3220	1406043	1	1	2292.129	299839.6	220	550546.2	.3644163
73206	95	3220	1662003	1	1	1254.017	360166.8	170	572967.6	.4748884
73206	96	3220	1740922	0	1	0	636362.4	193	897693	.2549227
73242	90	3213	994471	0	0	0	0	203	794676	.0615533
73242	91	3213	1191868	0	1	0	127015.8	174	914271.3	.0922171
73242	92	3220	742695.4	1	1	2568.876	227319.5	138	405810.1	.2702824
73242	93	3213	776898	1	1	5500.727	158278.7	134	374947.5	.2901583
73242	94	3220	999249.2	0	1	0	172938	136	420163.7	.3653634
73242	95	3220	1410792	1	1	686.9326	238731	116	612963.8	.3798211
73242	96	3220	1889795	1	1	9370.262	269867.8	136	856741.5	.3681129
73602	90	3220	76067	0	0	0	0	23	38031	.3271984
73602	91	3220	156304.5	0	0	0	0	22	112431	.188627
73602	92	3220	111197.1	0	0	0	0	21	59036.56	.3203907
73602	93	3220	107963.1	0	0	0	0	21	88476.95	.0027769
73602	94	3220	102410.3	0	0	0	0	21	42824.29	.327912
73602	95	3220	161777.7	0	1	0	7611.798	20	55917.04	.4571477
73602	96	3220	219260.1	0	1	0	11000.24	20	112460	.3132967
73899	90	3220	300463	0	0	0	0	59	178358	.2513088
73899	91	3220	367837.4	0	0	0	0	59	225362	.2767176
73899	92	3220	330159.9	1	0	26952.34	0	65	251925.3	.0281725
73899	93	3220	427923.3	1	0	11365.07	0	64	257241.2	.2258736
73899	94	3220	453636.9	1	0	21031.02	0	66	179642.6	.3935039
73899	95	3220	660323.4	1	0	836.0116	0	66	267474	.4234773
73899	96	3220	797263.8	1	0	758.5047	0	69	402280.3	.3175013
74052	90	3220	1986527	1	0	97564	0	283	992530	.2997221
74052	91	3220	2102964	1	1	274726.7	363840.3	425	1264116	.1172891
74052	92	3560	2170041	1	0	361474.2	0	441	995349.6	.2598038
74052	93	3559	3009369	1	1	698854.9	606206.6	420	1757014	.1900955
74052	94	3559	2868111	1	1	524165.3	958934.3	102	1639832	.2860262
74052	95	0	0	-1	-1	0	0	0	0	0
74052	96	0	0	-1	-1	0	0	0	0	0
74133	90	3220	50511	0	0	0	0	10	41263	.0910495
74133	91	3220	56273.04	0	0	0	0	12	34611.09	.3071311
74133	92	3212	42565.11	0	0	0	0	9	35514.39	.0756081
74133	93	0	0	-1	-1	0	0	0	0	0
74133	94	0	0	-1	-1	0	0	0	0	0
74133	95	0	0	-1	-1	0	0	0	0	0
74133	96	0	0	-1	-1	0	0	0	0	0
75132	90	3220	10550	0	0	0	0	12	5118	.2037915
75132	91	3220	18570.33	0	0	0	0	13	12196.74	.1415645
75132	92	3220	12654.65	0	0	0	0	12	8560.747	.0826936
75132	93	0	0	-1	-1	0	0	0	0	0
75132	94	0	0	-1	-1	0	0	0	0	0
75132	95	0	0	-1	-1	0	0	0	0	0
75132	96	0	0	-1	-1	0	0	0	0	0
75438	90	3220	5393003	1	1	394721	756409	514	2039030	.4611175
75438	91	3220	8745114	1	1	1465440	873656.6	582	4365011	.3815343
75438	92	3220	6811130	1	1	1053808	741631.3	654	4044145	.2544623
75438	93	3220	9869817	1	1	1612946	1266697	660	3592861	.5243903
75438	94	3220	10700000	1	1	1396749	652321.9	666	5392950	.3811674
75438	95	3220	7493505	1	1	1461705	994614.8	645	3448391	.338524
75438	96	3220	6323906	1	1	1396603	1113551	575	3121889	.245817
75762	90	3220	136778	0	1	0	21287	33	49200	.3390092
75762	91	3220	133879.4	1	1	4886.973	24532.54	30	45750.81	.3714271
75762	92	3220	138414.2	0	1	0	27242.48	24	81096.29	.1493933
75762	93	3211	116114.9	0	1	0	13741.51	27	60913.48	.1446327
75762	94	3220	100835.6	0	1	0	16174.62	24	44491.91	.1478333
75762	95	3211	174220.7	0	1	0	2491.227	22	76353.29	.2828476
75762	96	3211	191836.4	0	0	0	0	19	76246.24	.378971
75933	90	3220	84515	0	1	0	12625	21	31352	.4045554
75933	91	3220	89138.43	0	1	0	15112.87	18	52648.36	.2906425
75933	92	3211	55807.21	0	1	0	4560.733	15	23320.05	.4259411
75933	93	0	0	-1	-1	0	0	0	0	0
75933	94	0	0	-1	-1	0	0	0	0	0
75933	95	0	0	-1	-1	0	0	0	0	0
75933	96	0	0	-1	-1	0	0	0	0	0
76095	90	3220	35260	0	0	0	0	11	18172	.2697958
76095	91	3220	20751.43	0	0	0	0	11	13981.35	-.0558436
76095	92	3220	18566.98	0	0	0	0	11	13906.49	-.091372
76095	93	3220	11817.09	0	0	0	0	10	6266.507	-.1468189
76095	94	0	0	-1	-1	0	0	0	0	0
76095	95	0	0	-1	-1	0	0	0	0	0
76095	96	0	0	-1	-1	0	0	0	0	0
78102	90	3220	95806	0	0	0	0	20	74636	.1371939
78102	91	3220	76071.73	0	0	0	0	16	48696.73	.2718736
78102	92	3220	65986.87	0	0	0	0	14	37012.03	.3474364
78102	93	3220	92052.59	0	0	0	0	13	50540.21	.3787361
78102	94	3220	101056.9	0	0	0	0	13	53491.92	.3919119
78102	95	3220	141701.8	0	0	0	0	15	90203.75	.2864083
78102	96	3220	143887.7	0	0	0	0	14	82240.51	.338717
79038	90	3220	274222	0	0	0	0	36	189476	.2079045
79038	91	0	0	-1	-1	0	0	0	0	0
79038	92	0	0	-1	-1	0	0	0	0	0
79038	93	0	0	-1	-1	0	0	0	0	0
79038	94	0	0	-1	-1	0	0	0	0	0
79038	95	0	0	-1	-1	0	0	0	0	0
79038	96	0	0	-1	-1	0	0	0	0	0
80019	90	3220	227857	0	1	0	12150	50	133518	.2683613
80019	91	3220	200650.6	0	0	0	0	49	121164.5	.2517656
80019	92	3220	135812.7	0	0	0	0	47	93309.54	.1214439
80019	93	3220	161765.2	0	0	0	0	39	89281.27	.2156104
80019	94	3220	171924.4	0	0	0	0	39	84562.04	.2360591
80019	95	3220	133425	0	0	0	0	39	52877.73	.2242536
80019	96	0	0	-1	-1	0	0	0	0	0
82071	90	3220	1501675	1	0	1435865	0	666	608903	.225642
82071	91	3220	767326	1	1	482798	29120.7	236	142197.3	.572
82071	92	3220	451127.9	1	1	172958.4	75446.07	17	310943.6	.2609569
82071	93	0	0	-1	-1	0	0	0	0	0
82071	94	0	0	-1	-1	0	0	0	0	0
82071	95	0	0	-1	-1	0	0	0	0	0
82071	96	0	0	-1	-1	0	0	0	0	0
82305	90	3220	1399237	1	1	101768	1077987	434	1102030	-.1387964
82305	91	3220	3803559	0	1	0	123973	485	1939327	.3366552
82305	92	3220	3398677	1	1	21712.87	1094716	538	1614194	.3400267
82305	93	3220	3965626	1	1	33597.97	1068485	552	1619596	.3888696
82305	94	3220	4252143	1	1	33843.67	1114988	552	1687800	.3928207
82305	95	3220	5291080	1	1	233829.7	1279266	543	1715812	.4542948
82305	96	3220	5583495	1	1	174407.7	1131805	519	1899546	.4283704
85491	90	3220	26773	0	0	0	0	26	23183	-.1937026
85491	91	3220	40189.23	0	0	0	0	19	11851.57	.4656973
85491	92	3220	29099.37	0	0	0	0	19	11132.88	.2889023
85491	93	3220	36802.69	0	0	0	0	19	18556.23	.2079149
85491	94	3220	29752.21	0	0	0	0	20	21636.14	-.1033576
85491	95	3220	21808.65	0	0	0	0	20	3897.977	.2868344
85491	96	3220	21259.65	0	0	0	0	17	1909.71	.4274508
86832	90	3220	457565	0	1	0	22615	103	169247	.4034989
86832	91	3220	456314.5	0	0	0	0	106	134105.4	.4687435
86832	92	3220	492084.5	0	0	0	0	109	213950.2	.3321961
86832	93	3220	669712	0	0	0	0	126	268574.4	.3392666
86832	94	3220	700538.9	0	0	0	0	130	224599.9	.3831581
