"","c(-0.5, 0.5),c(0.5, 0.5),c(0.5, 0.5, -1, 1, 0.5, -0.5)","c(-0.5, 0.5),c(0.5, 0.5),c(0.5, 0.5, 1, 1, -0.5, -0.5)"
"200,3",100,40
