Industry,Specification,Model Type,Alpha,Alpha SE,Mu,Mu SE,Rho,Rho SE,Beta,Beta SE,Sigma,Sigma SE,Mubar,Mubar SE
Food products,AR1 Normal kmshare ciiu,ar1_normal,[0.05  0.331 0.62 ],[0.028 0.099 0.873],[-1.531 -0.664 -0.543],[0.427 0.838 0.839],[0.376 0.515 0.844],[0.227 0.64  1.131],"[[ 0.275 -0.088]
 [-0.062  0.264]
 [ 0.014  0.067]]","[[0.961 3.441]
 [0.726 0.844]
 [0.354 1.468]]",[0.83  0.247 0.09 ],[0.969 0.081 0.003],0.0,0.0
Food products,AR1 Mixture kmshare ciiu,ar1_mixture,[0.53 0.42 0.05],[0.176 0.196 0.627],[-2.    -2.    -0.595 -0.572 -0.409 -0.386],[10.595  8.78   0.052  0.121  0.114  0.16 ],[0.99  0.817 0.408],[0.041 0.194 0.215],"[[-0.228 -0.135]
 [-0.017 -0.199]
 [-0.018  0.487]]","[[0.599 0.213]
 [0.155 0.276]
 [0.155 1.071]]",[0.626 0.083 0.089],[0.891 0.028 0.014],0.0,0.0
Fabricated metal products,AR1 Normal kmshare ciiu,ar1_normal,[0.307 0.535 0.158],[0.048 0.066 0.886],[-0.868 -0.505  0.037],[0.145 0.289 1.474],[0.471 0.397 0.788],[0.139 0.198 0.065],"[[ 0.157 -0.748]
 [ 0.002  0.192]
 [ 0.254 -1.885]]","[[0.03  1.262]
 [0.139 0.391]
 [0.211 0.103]]",[0.445 0.217 0.129],[0.03  0.022 0.058],0.0,0.0
Fabricated metal products,AR1 Mixture kmshare ciiu,ar1_mixture,[0.426 0.386 0.188],[ 0.405  0.721 -0.126],[-0.804 -0.735 -0.58  -0.293 -0.088 -0.088],[0.543 0.429 0.635 0.569 0.709 0.709],[0.558 0.01  0.465],[0.562 0.769 1.183],"[[ 0.094 -0.463]
 [-0.001  0.254]
 [ 0.132 -1.813]]","[[0.219 0.835]
 [0.528 0.734]
 [0.453 3.271]]",[0.416 0.139 0.136],[0.071 0.041 0.222],0.0,0.0
Textiles,AR1 Normal kmshare ciiu,ar1_normal,[0.055 0.656 0.289],[0.125 0.212 0.663],[-0.909 -0.599 -0.045],[ 0.625 81.505  1.715],[0.269 0.724 0.835],[ 1.506 51.417  0.457],"[[ 0.79  -0.752]
 [ 0.007 -0.409]
 [-0.009 -0.019]]","[[ 5.126 26.914]
 [30.468  8.503]
 [19.487  1.412]]",[0.701 0.257 0.098],[3.388 2.192 0.061],0.0,0.0
Textiles,AR1 Mixture kmshare ciiu,ar1_mixture,[0.055 0.534 0.412],[ 0.92   1.392 -1.312],[-0.929 -0.876 -0.674 -0.665 -0.141 -0.106],[29.216 28.392  0.338  0.248  2.076  1.238],[0.262 0.688 0.816],[23.45   0.052  0.157],"[[ 0.808 -0.69 ]
 [ 0.015 -0.427]
 [-0.036 -0.115]]","[[22.267  6.545]
 [ 2.766  6.46 ]
 [ 2.929  2.269]]",[0.695 0.274 0.124],[3.616 0.244 0.789],0.0,0.0
