"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"Food products","$2034.09^{***}$","$1106.42^{***}$","$524.08^{***}$","$353.02^{***}$","$208.31^{***}$","$92.52^{**}$","$-74.59^{}$","$-191^{}$","$-149.66^{}$","$24.36^{*}$","0","0","0","0","0"
"2","8345.66","6318.72","5221.3","4703.93","4354.84","4155.02","4107.74","4029.75","3981.89","3984.09","0","0","0","0","0"
"3","8363.38","6358.58","5283.3","4788.07","4461.11","4283.44","4258.3","4202.45","4176.73","4201.07","0","0","0","0","0"
"Fabricated metal products","$687.26^{***}$","$310.85^{***}$","$73.74^{***}$","$43.95^{***}$","$29.23^{**}$","$29.51^{**}$","$35.95^{**}$","$22.99^{*}$","$13.25^{}$","$16.93^{}$","0","0","0","0","0"
"5","2836.09","2157.27","1855.49","1791.31","1754.35","1727.46","1711.47","1688.84","1682.65","1686","0","0","0","0","0"
"6","2849.32","2187.05","1901.81","1854.16","1833.75","1823.4","1823.95","1817.87","1828.22","1848.11","0","0","0","0","0"
"Textiles","$595.74^{***}$","$299.41^{***}$","$132.33^{***}$","$55.96^{***}$","$39.36^{***}$","$35.62^{***}$","$39.22^{***}$","$27.94^{***}$","$23.08^{***}$","$23.08^{***}$","0","0","0","0","0"
"8","2291.83","1704.6","1412.72","1289.01","1241.87","1208.43","1202.72","1178.06","1178","1178.46","0","0","0","0","0"
"9","2304.26","1732.55","1456.2","1348.02","1316.41","1298.5","1308.32","1299.19","1314.66","1330.65","0","0","0","0","0"
