"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"Food products","$1649.75^{***}$","$910.38^{***}$","$455.06^{***}$","$254.69^{***}$","$175.95^{***}$","$85.54^{**}$","$-162.09^{}$","$-99.24^{}$","$-336.41^{}$","$-421.24^{}$","0","0","0","0","0"
"2","6782.34","5140.02","4238.61","3790.18","3541.65","3374.84","3346.74","3274.03","3252.71","3235.24","0","0","0","0","0"
"3","6800.13","5180.04","4300.87","3874.67","3648.39","3503.81","3497.94","3447.48","3448.39","3453.16","0","0","0","0","0"
"Fabricated metal products","$541.39^{***}$","$227.01^{***}$","$47.6^{***}$","$32.21^{***}$","$23.33^{}$","$19.86^{}$","$9.06^{}$","$16.86^{}$","$12.85^{}$","$8.82^{}$","0","0","0","0","0"
"5","2282.49","1748.88","1531","1492.3","1467.14","1449.96","1439.31","1435.9","1424.85","1431.14","0","0","0","0","0"
"6","2295.74","1778.7","1577.39","1555.25","1546.65","1546.04","1551.96","1565.11","1570.63","1593.49","0","0","0","0","0"
"Textiles","$477.42^{***}$","$263.11^{***}$","$97.41^{***}$","$43.23^{***}$","$31.63^{***}$","$31.25^{***}$","$29.51^{**}$","$22.71^{*}$","$17.89^{}$","$4.08^{}$","0","0","0","0","0"
"8","1838.1","1368.42","1112.8","1024.03","989.23","970.43","964.45","955.46","950.85","933.54","0","0","0","0","0"
"9","1850.55","1396.43","1156.37","1083.15","1063.92","1060.68","1070.25","1076.83","1087.78","1086.02","0","0","0","0","0"
