"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"Food products","$444.22^{***}$","$256.4^{***}$","$137.39^{***}$","$68.35^{***}$","$39.53^{***}$","$16.29^{}$","$16.12^{}$","$15.86^{}$","$10.22^{}$","$5.87^{}$","0","0","0","0","0"
"2","4480.68","4036.53","3788.46","3659.84","3600.49","3553.74","3542.05","3532.34","3532.38","3530.14","0","0","0","0","0"
"3","4499.39","4078.64","3853.96","3748.73","3712.77","3689.41","3701.12","3714.79","3738.23","3759.37","0","0","0","0","0"
"Fabricated metal products","$95.31^{***}$","$46.01^{***}$","$21.86^{**}$","$25.07^{**}$","$16.73^{}$","$9.23^{}$","$10.32^{}$","$10.27^{}$","$-0.93^{}$","$4.27^{}$","0","0","0","0","0"
"5","1277.11","1190.53","1152.79","1133.77","1117.32","1108.86","1104.7","1101.93","1098.29","1099.97","0","0","0","0","0"
"6","1290.77","1221.28","1200.62","1198.67","1199.31","1207.93","1220.85","1235.16","1248.6","1267.36","0","0","0","0","0"
"Textiles","$106.98^{***}$","$37.74^{***}$","$37.13^{***}$","$29.2^{***}$","$31.87^{**}$","$18.51^{}$","$11.93^{}$","$18.23^{}$","$13.87^{}$","$0.21^{}$","0","0","0","0","0"
"8","1107.57","1008.3","976.84","949.63","938.08","913.25","906.37","901.61","895.56","892.31","0","0","0","0","0"
"9","1120.69","1037.8","1022.73","1011.91","1016.75","1008.31","1017.83","1029.45","1039.79","1052.93","0","0","0","0","0"
