"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"Food products","$739.93^{***}$","$385.41^{***}$","$197.17^{***}$","$121.14^{***}$","$52.59^{***}$","$43.07^{***}$","$-77.65^{}$","$-3.88^{}$","$-58.59^{}$","$-82.28^{}$","0","0","0","0","0"
"2","3562.22","2826.41","2447.47","2251.19","2136.51","2091.96","2052.22","2069.48","2073.48","2030.45","0","0","0","0","0"
"3","3575.66","2857.77","2496.75","2318.39","2221.63","2195","2173.18","2208.37","2230.29","2205.17","0","0","0","0","0"
"Fabricated metal products","$187.51^{***}$","$88.82^{***}$","$18.98^{***}$","$13.5^{*}$","$4.21^{}$","$0.6^{}$","$3.36^{}$","$0.11^{}$","$4.56^{}$","$-0.73^{}$","0","0","0","0","0"
"5","1162.54","980.43","898.56","884.59","875.06","875.07","877.35","877.89","886.06","882.18","0","0","0","0","0"
"6","1172.52","1003.72","935.16","934.51","938.29","951.61","967.2","981.06","1002.54","1011.96","0","0","0","0","0"
"Textiles","$189.66^{***}$","$120.37^{***}$","$49.22^{***}$","$19.56^{***}$","$10.31^{}$","$10.39^{}$","$6.49^{}$","$8.08^{}$","$9.2^{}$","$-31.69^{}$","0","0","0","0","0"
"8","957.67","772.38","658.8","617.13","604.7","603.04","603.49","602.11","604.34","602.38","0","0","0","0","0"
"9","967.06","794.29","693.22","664.08","664.16","675.03","687.99","699.14","713.88","724.45","0","0","0","0","0"
