"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"Food products","$1542.88^{***}$","$1021.95^{***}$","$413.8^{***}$","$297.92^{***}$","$170.48^{***}$","$80.12^{***}$","$35.06^{***}$","$-72.56^{}$","$-104.6^{}$","$4.92^{***}$","0","0","0","0","0"
"2","6914.86","5373.64","4358.31","3948.99","3655.14","3488.76","3438.34","3399.03","3370.8","3381.28","0","0","0","0","0"
"3","6928.2","5404.77","4407.23","4015.7","3739.64","3591.05","3558.42","3536.9","3526.46","3554.72","0","0","0","0","0"
"Fabricated metal products","$518.67^{***}$","$234.05^{***}$","$60.93^{***}$","$32.1^{***}$","$19.88^{**}$","$19.76^{**}$","$19.95^{**}$","$8.63^{}$","$11.84^{}$","$5.66^{}$","0","0","0","0","0"
"5","2286.97","1774.83","1547.83","1494.16","1467.01","1452.66","1436.63","1423.5","1432.7","1421.34","0","0","0","0","0"
"6","2296.91","1798.02","1584.28","1543.86","1529.96","1528.86","1526.09","1526.21","1548.66","1550.55","0","0","0","0","0"
"Textiles","$432.51^{***}$","$328.55^{***}$","$96.22^{***}$","$46.46^{***}$","$22.17^{***}$","$19.48^{***}$","$17.73^{**}$","$16.09^{**}$","$10.14^{}$","$15.8^{**}$","0","0","0","0","0"
"8","1880.51","1453.15","1130.05","1040.81","1002.02","985.02","981","977.76","973.58","972.46","0","0","0","0","0"
"9","1889.85","1474.94","1164.28","1087.49","1061.15","1056.6","1065.03","1074.23","1082.5","1093.83","0","0","0","0","0"
