"","M=1","M=2","M=3","M=4","M=5"
"chemical","$459.4^{***}$","$237^{***}$","$126.02^{***}$","$118.36^{***}$","$64.29^{***}$"
"2","801.201836343008","347.73397382227","118.328864094507","-0.206314477928153","-113.993750634475"
"electronics","$560.06^{***}$","$214.86^{***}$","$116.29^{***}$","$78.81^{***}$","$-3.19^{}$"
"4","808.322986201042","252.19877273779","45.275785731104","-64.5970831856761","-138.360759600572"
"machine","$433.19^{***}$","$202.92^{***}$","$78.94^{***}$","$74.16^{***}$","$-353.27^{}$"
"6","450.852928236825","23.4859494221793","-172.249708609558","-245.439166140442","-315.269107703323"
