"","M=1","M=2","M=3","M=4","M=5"
"chemical","$629.22^{***}$","$308.6^{***}$","$181.39^{***}$","$177.38^{***}$","$96.35^{***}$"
"2","1065.28823431791","441.129042304754","137.502369395929","-38.889698386779","-211.15034283212"
"electronics","$803.15^{***}$","$282.32^{***}$","$167.83^{***}$","$106.43^{***}$","$89.93^{***}$"
"4","1075.38851416842","277.457937382658","0.192511925520526","-162.834960462511","-263.533802405711"
"machine","$620.95^{***}$","$292.52^{***}$","$118.37^{***}$","$102.57^{***}$","$75.32^{***}$"
"6","602.970991466396","-13.1735357345361","-300.539892903409","-413.852007738828","-510.840311921524"
