"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"chemical","$1042.06^{***}$","$286.64^{***}$","$220.33^{***}$","$157.78^{***}$","$126.82^{***}$","$103.31^{***}$","$96.74^{**}$","$77.17^{**}$","$85.66^{**}$","$51.29^{*}$","$94.66^{**}$","$34.39^{}$","$-258.08^{}$","$-220.42^{}$","$44.74^{*}$"
"2","1890.82","851.8","572.27","359.57","208.63","106.02","42.42","-2.54","-65.09","-66.04","-114.31","-139.73","-120.81","-110.42","-207.3"
"3","1900.17","873.63","606.57","406.34","267.87","177.73","126.6","94.12","44.04","55.56","19.76","6.81","38.21","61.07","-23.34"
"electronics","$1153.88^{***}$","$434.78^{***}$","$273.54^{***}$","$246.63^{***}$","$82.38^{***}$","$89.68^{**}$","$23.62^{*}$","$-15.64^{}$","$-28.9^{}$","$56.54^{**}$","$7.24^{}$","$-88.25^{}$","$-257.59^{}$","$-38.25^{}$","$-362.54^{}$"
"5","1948.39","797.02","370.1","103.73","-136.86","-199.42","-236.95","-250.63","-297.98","-296.46","-327.26","-358.36","-301.01","-299.38","-244.54"
"6","1957.85","819.1","404.79","151.03","-76.95","-126.89","-151.81","-152.88","-187.61","-173.49","-191.67","-210.15","-140.19","-125.95","-58.5"
"machine","$692.71^{***}$","$356.48^{***}$","$245.84^{***}$","$133.5^{***}$","$102.97^{***}$","$77.33^{***}$","$46.54^{***}$","$238.25^{***}$","$197.72^{***}$","$23.71^{***}$","$144.37^{***}$","$127.56^{***}$","$105.41^{***}$","$84.9^{***}$","$85.91^{***}$"
"8","1910.23","1223.27","874.29","635.37","509.05","412.25","342.68","300.25","267.72","236.33","230.37","221.56","207.41","194.9","203.91"
"9","1919.62","1245.18","908.72","682.32","568.52","484.23","427.19","397.28","377.26","358.4","364.95","368.67","367.04","367.04","388.57"
