"","M=1","M=2","M=3","M=4","M=5"
"chemical","$436.37^{***}$","$239.83^{***}$","$130.1^{***}$","$126.4^{***}$","$63.24^{***}$"
"2","799.38384421583","368.025454504538","132.846155089061","7.72285031979474","-113.60041603473"
"electronics","$563.94^{***}$","$186.67^{***}$","$115.82^{***}$","$81.06^{***}$","$47.76^{***}$"
"4","807.926648439706","249.053802238532","67.3268035918211","-43.8654283349542","-119.803620439073"
"machine","$434.91^{***}$","$194.48^{***}$","$72.83^{***}$","$56.94^{***}$","$54.77^{***}$"
"6","452.589832861036","22.5344977359176","-166.77783084165","-234.427060613272","-285.585999279324"
