"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"chemical","$436.37^{***}$","$239.83^{***}$","$130.1^{***}$","$126.4^{***}$","$63.24^{***}$","$39.02^{***}$","$34.74^{***}$","$29.68^{***}$","$26.17^{***}$","$22.67^{***}$","0","0","0","0","0"
"2","1373.69","942.34","707.16","582.03","460.71","402.52","369.3","340.11","315.78","294.92","0","0","0","0","0"
"3","1379.86","957.74","731.81","615.93","503.85","454.9","430.92","410.99","395.89","384.28","0","0","0","0","0"
"electronics","$563.94^{***}$","$186.67^{***}$","$115.82^{***}$","$81.06^{***}$","$47.76^{***}$","$31.13^{***}$","$29.15^{***}$","$26.39^{***}$","$29.65^{***}$","$22.43^{***}$","0","0","0","0","0"
"5","1322.61","763.74","582.01","470.82","394.88","353.07","327.13","302.57","283.49","263.61","0","0","0","0","0"
"6","1328.7","778.96","606.36","504.3","437.49","404.81","388","372.57","362.62","351.87","0","0","0","0","0"
"machine","$434.91^{***}$","$194.48^{***}$","$72.83^{***}$","$56.94^{***}$","$54.77^{***}$","$50.44^{***}$","$46.18^{***}$","$22.63^{***}$","$23.99^{}$","$22.32^{}$","0","0","0","0","0"
"8","1348.15","918.1","728.79","661.14","609.98","560.27","527.29","486.16","471.93","448.85","0","0","0","0","0"
"9","1354.28","933.41","753.29","694.82","652.85","612.33","588.54","556.6","551.56","537.67","0","0","0","0","0"
