"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"chemical","$1170.02^{***}$","$329.3^{**}$","$283.04^{**}$","$202.07^{**}$","$167.88^{**}$","$74.75^{**}$","$19.97^{*}$","$5.67^{}$","$104.19^{**}$","$31.13^{**}$","0","0","0","0","0"
"2","2114.18","949.52","629.83","355.77","184.56","69.73","-30.15","-119.04","-80.01","-123.44","0","0","0","0","0"
"3","2126.6","977.47","673.31","414.78","259.1","159.81","75.45","2.09","56.65","28.75","0","0","0","0","0"
"electronics","$1249.72^{***}$","$560.84^{***}$","$337.93^{**}$","$316.57^{**}$","$117.05^{**}$","$93.68^{**}$","$40.04^{*}$","$24.61^{*}$","$-14.81^{}$","$-0.77^{}$","0","0","0","0","0"
"5","2406.2","1162.49","611.65","298.24","-9.47","-108.57","-179.14","-256.12","-311.85","-330.35","0","0","0","0","0"
"6","2418.79","1190.82","655.71","358.04","66.07","-17.29","-72.12","-133.37","-173.36","-176.12","0","0","0","0","0"
"machine","$903.68^{***}$","$478.79^{***}$","$313.95^{***}$","$183.2^{**}$","$137.07^{**}$","$75.44^{**}$","$86.98^{**}$","$71.24^{**}$","$-23.75^{}$","$29^{**}$","0","0","0","0","0"
"8","2353.21","1457.28","988.25","683.75","516.31","387.42","354.65","290.82","256.89","230.81","0","0","0","0","0"
"9","2365.69","1485.34","1031.9","742.99","591.14","477.84","460.67","412.42","394.08","383.6","0","0","0","0","0"
