"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"chemical","$1233.13^{***}$","$403.23^{***}$","$240.79^{***}$","$200.34^{***}$","$119.71^{***}$","0","0","0","0","0","0","0","0","0","0"
"2","2344.25","1115.98","717.75","482.2","286.79","0","0","0","0","0","0","0","0","0","0"
"3","2350.46","1131.5","742.6","516.36","330.27","0","0","0","0","0","0","0","0","0","0"
"electronics","$1217.38^{***}$","$565.27^{***}$","$304.19^{***}$","$233.65^{***}$","$190.37^{***}$","0","0","0","0","0","0","0","0","0","0"
"5","2443.57","1230.03","669.99","371.68","143.57","0","0","0","0","0","0","0","0","0","0"
"6","2449.87","1245.76","695.17","406.3","187.64","0","0","0","0","0","0","0","0","0","0"
"machine","$865.3^{***}$","$496.29^{***}$","$261.44^{***}$","$190.93^{***}$","$113.48^{***}$","0","0","0","0","0","0","0","0","0","0"
"8","2372.63","1512.39","1021.88","765.22","580.03","0","0","0","0","0","0","0","0","0","0"
"9","2378.86","1527.98","1046.83","799.52","623.68","0","0","0","0","0","0","0","0","0","0"
