"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"chemical","$1308.07^{***}$","$346.08^{***}$","$252.21^{***}$","$195.41^{***}$","$144.74^{***}$","$108.62^{***}$","$96.21^{***}$","$112.03^{***}$","$98.65^{***}$","$88.83^{*}$","0","0","0","0","0"
"2","2334.14","1028.52","689.6","443.53","255.12","125.75","50.13","20.27","-35.75","-68.32","0","0","0","0","0"
"3","2343.46","1050.26","723.76","490.12","314.14","197.19","133.99","116.56","72.95","52.81","0","0","0","0","0"
"electronics","$1235.07^{***}$","$541.74^{***}$","$338.41^{***}$","$309.91^{***}$","$118.64^{***}$","$91.54^{***}$","$59.08^{***}$","$41.74^{**}$","$54.96^{**}$","$15.08^{}$","0","0","0","0","0"
"5","2404.33","1173.24","639.46","307.96","4.46","-106.62","-181.8","-232.23","-270.13","-284.44","0","0","0","0","0"
"6","2413.78","1195.27","674.08","355.18","64.26","-34.23","-96.82","-134.65","-159.97","-161.68","0","0","0","0","0"
"machine","$899.69^{***}$","$472.49^{***}$","$289.36^{***}$","$178.98^{***}$","$112.16^{***}$","$90.33^{***}$","$66.02^{***}$","$60.67^{***}$","$57.43^{***}$","$27.9^{***}$","0","0","0","0","0"
"8","2359.7","1465.74","1001","718.75","547.29","442.86","359.83","304.65","262.93","212.44","0","0","0","0","0"
"9","2369.06","1487.57","1035.3","765.52","606.53","514.58","444.02","401.31","372.06","334.04","0","0","0","0","0"
