"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"chemical","$448.03^{***}$","$116.76^{***}$","$88.83^{***}$","$67.15^{***}$","$65.47^{***}$","0","0","0","0","0","0","0","0","0","0"
"2","956.53","512.95","401.61","316.73","254.58","0","0","0","0","0","0","0","0","0","0"
"3","962.77","528.57","426.6","351.1","298.32","0","0","0","0","0","0","0","0","0","0"
"electronics","$545.06^{***}$","$145.54^{***}$","$81.19^{***}$","$69.65^{***}$","$35.87^{***}$","0","0","0","0","0","0","0","0","0","0"
"5","1007.61","465.4","324.95","248.62","183.45","0","0","0","0","0","0","0","0","0","0"
"6","1013.96","481.28","350.36","283.56","227.91","0","0","0","0","0","0","0","0","0","0"
"machine","$265.96^{***}$","$122.29^{***}$","$78.18^{***}$","$66.05^{***}$","$33.93^{***}$","0","0","0","0","0","0","0","0","0","0"
"8","973.55","712.45","595.68","523.4","460.94","0","0","0","0","0","0","0","0","0","0"
"9","979.84","728.16","620.82","557.95","504.92","0","0","0","0","0","0","0","0","0","0"
