"","M=1","M=2","M=3","M=4","M=5","M=6","M=7","M=8","M=9","M=10","M=11","M=12","M=13","M=14","M=15"
"chemical","$404.47^{***}$","$140.01^{***}$","$83.5^{**}$","$68.75^{**}$","$50.08^{**}$","$52.21^{**}$","$19^{}$","$7.48^{}$","$-19.11^{}$","$17.38^{}$","0","0","0","0","0"
"2","845.76","445.85","314.78","244.94","176.78","151.04","118.69","105.28","99.13","82.95","0","0","0","0","0"
"3","858.26","473.97","358.51","304.3","251.76","241.64","224.9","227.11","236.59","236.03","0","0","0","0","0"
"electronics","$548.95^{***}$","$153.57^{***}$","$100.43^{***}$","$83.28^{**}$","$37.09^{**}$","$27.92^{**}$","$10.8^{}$","$-31.28^{}$","$-55.65^{}$","$-64.21^{}$","0","0","0","0","0"
"5","1000.31","455.62","311.1","219.58","143.18","115.71","95.34","75.08","66.16","48.81","0","0","0","0","0"
"6","1013.02","484.21","355.57","279.93","219.4","207.82","203.33","198.95","205.91","204.45","0","0","0","0","0"
"machine","$292.3^{***}$","$134.48^{***}$","$83.1^{***}$","$55.29^{***}$","$42.51^{***}$","$16.3^{}$","$7.67^{}$","$-11.91^{}$","$0.88^{}$","$-21.37^{}$","0","0","0","0","0"
"8","970.09","684.04","558.34","484.62","437.62","402.7","390.55","364.36","361.57","353.96","0","0","0","0","0"
"9","982.65","712.32","602.33","544.31","513.02","493.81","497.37","486.88","499.8","507.9","0","0","0","0","0"
