"","group_num","comp.1","comp.2","comp.3","comp.4","comp.5","comp.6","comp.7"
"1",1,0.169521037316819,0.0808012377570245,0.071187343547809,0.052990675054633,0.163816088213113,0.203354043267849,0.0914385162598875
"2",2,0.179973760599579,0.0753770592538524,0.0576897532852431,0.0593215955864437,0.142081801538832,0.187488258163287,0.123601235939601
"3",3,0.184966681306416,4.72122750585555e-05,0.0687784164438573,0.0786259334209131,0.00112421952329561,0.232375311212296,3.8390660614497e-05
"4",4,0.138355018250319,0.0805889764087978,0.0685551434893282,0.106464071477809,0.143929464282582,0.23299846910147,0.0659644275897519
"5",5,0.0810187959224791,0.0877585129268533,0.0810014041080599,0.252470323239375,0.0963824576795978,0.0190080408810658,0.198092161862939
"6",6,0.134545887149855,0.0702466161688034,0.104967619110168,0.0687663104006377,0.176213082169498,0.193390352496552,0.0537328367931727
"7",7,0.352239522951247,0.37958757965468,0.294258480642164,2.27194111408151e-11,0.417482539148391,0.0835023424341425,3.92912805929604e-05
"8",8,0.130373277519841,0.0617400037339483,0.123030068713522,0.0405606601579205,0.195735271992932,0.160062227862599,0.100692289677449
