"","group_num","comp.1","comp.2","comp.3","comp.4","comp.5"
"1",1,0.333011760595622,0.433242984879461,0.218087935747567,0.182752512025877,0.222663560153188
"2",2,0.322029415147626,0.379396251802833,0.0987002210320662,0.140719252318163,0.13167739445347
"3",3,0.351599035332493,0.452645044033054,0.235806375864621,0.242206936084211,0.0989837120454086
"4",4,0.229344715232278,0.375399241192517,0.214036306215136,0.0838942717146638,0.149797576788292
"5",5,0.152257354654244,0.877099157455687,5.8545108634149e-07,0.00115960446322661,0.162621513998375
"6",6,0.368745109840058,0.569525921823409,0.13783211004586,0.14092141326732,0.0973100721386887
"7",7,0.263616046486307,0.449288931916853,0.120948000348165,0.000575990357321216,0.0130479402899165
"8",8,0.432912618640787,0.481767072207503,0.198840908005915,0.148781624880726,0.128654901029909
