"","group_num","comp.1","comp.2","comp.3","comp.4","comp.5"
"1",1,0.16310633763763,0.13444190538285,0.120101122201092,0.154094484981123,0.181122083163558
"2",2,0.14492587260073,0.0404718115154359,0.0147068587334483,0.290533833296068,0.122174897835693
"3",3,0.0976686332388838,0.0800283003315261,0.0322467761419671,0.154738026625963,0.178075067574367
"4",4,0.163993506859777,0.0116577063055995,0.0694452552032981,0.207354011349116,0.20061119326897
"5",5,0.0933648286867557,2.94891001654009e-10,1.25428127500902e-13,0.0857756167481775,0.0991081390921377
"6",6,0.134803052581511,1.28524219958179e-06,0.0782151013525327,0.238102786602509,0.154018736440539
"7",7,0.253123843151688,0.039634864953642,0.0399860026645425,0.178265387733168,0.165568250789927
"8",8,0.150842681748736,3.03937790051451e-07,0.00899899004968707,0.204447209877394,0.207071867133127
