"","group_num","comp.1","comp.2","comp.3","comp.4","comp.5","comp.6"
"1",1,0.000207850727372375,1.23849127984636e-13,0.154621071244296,0.0110392410829626,0.354711252130944,0.214321199862182
"2",2,7.45262449081731e-40,0.0257429559399517,0.300116869009858,0.0760865812107301,0.32779818827111,0.368982338269621
"3",3,0.000640314337550352,0.0310511880217336,0.198312365294703,0.0089394744220715,0.433519781774135,0.165782515269223
"4",4,0.00093410562183815,0.0555418634816725,0.292797296300854,0.0267896942393799,0.366080777300355,0.308908551301144
"5",5,1.195249240544e-45,2.95689793063318e-12,0.335780268330413,3.04323135675977e-06,0.491028509545016,0.316368168236334
"6",6,0.00458071026093713,7.31112456524328e-43,0.249576076757662,0.0384624706550201,0.386657819645957,0.123381571521493
"7",7,0.00158797955712486,0.0760881888206984,0.397135613961216,3.41588854722663e-17,0.543372828194448,0.416526796955079
"8",8,0.000360904444801104,0.0608379084268154,0.221094525829961,6.62201465975055e-07,0.224420418208359,0.249182324070944
