"","group_num","comp.1","comp.2","comp.3","comp.4","comp.5","comp.6","comp.7"
"1",1,0.0438087679273343,0.244078366528631,0.290346708966777,0.0568099511648797,0.0614524205908954,0.247557144811013,0.221825324382513
"2",2,0.0417569601986904,0.266918069938441,0.309152147021916,0.0178936214600537,0.0582845058802001,0.272013685738654,0.219170677519229
"3",3,0.0191349775279387,0.319665098080523,0.363644085667258,0.00764782609690476,0.0196916910463766,0.260577290414823,0.196735476670726
"4",4,0.0529630465321616,0.246133654974478,0.322616845366734,0.0535001088824307,0.0553228862526352,0.246110111768743,0.239730365068455
"5",5,0.00520181624699008,0.162439475592938,0.300686942850445,0.00251076780350059,0.018774981668054,0.308647922820902,0.348907746159469
"6",6,0.0754029073812882,0.276719651396361,0.297886164626944,0.0175182323538525,0.0350859655053606,0.227765716482184,0.219980946126644
"7",7,0.00638848406890589,0.0974464073996864,0.347573240237457,0.0076647575401062,0.00919466097878817,0.0812687756436961,0.10578672330589
"8",8,0.0481179716164066,0.265808431452929,0.236294853302997,0.0108108311949874,0.0282605989426198,0.259779938422308,0.280351295285296
