"","group_num","comp.1","comp.2","comp.3","comp.4","comp.5","comp.6"
"1",1,0.156672658968541,0.128674225146916,0.0455926308606639,0.13102732377492,0.221358372350615,0.0851016288923341
"2",2,0.233626561394583,0.0491475831538596,0.0325699532695062,0.0480580666116878,0.258815603809617,0.0911456644557918
"3",3,0.140910255926942,0.0386740899616153,0.00809928020098027,0.0446143438479443,0.352755686536746,0.170558630867625
"4",4,0.231096747882774,0.038558037849207,0.0114051841464948,0.0188325012869347,0.286608265229318,0.16629889783607
"5",5,0.0477314277507867,7.59209053236851e-06,0.142914258965559,3.10112734952054e-10,0.161303935465107,0.019917466588878
"6",6,0.0664107132348785,6.96832159870331e-05,9.35372865637168e-06,3.72135290997993e-10,0.247526015330051,0.124527904142551
"7",7,0.371707922089869,7.85468844126532e-10,4.74642514084607e-85,2.18341389491435e-46,0.115969240251025,0.452947120483443
"8",8,0.225999905817809,0.0841890567779256,0.000626562603881379,0.0278530544704661,0.226103097415227,0.113584128102432
